text,gra
and between the &=ges main part of the house &=ges and our bedroom was a long &=ges,	1|12|LINK 2|12|JCT 3|5|DET 4|5|MOD 5|2|POBJ 6|5|NJCT 7|8|DET 8|6|POBJ
so ‡ at night when we would go to bed we had &=ges,	1|0|BEG 2|1|BEGP 3|12|JCT 4|3|POBJ 5|8|LINK 6|8|SUBJ 7|8|AUX 8|12|CJCT
and I would &+la lay there and try to go to sleep . 294285_296749,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|4|CONJ 7|6|COORD 8|9|INF
&=ges,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|DET 6|4|OBJ 7|6|XMOD 8|7|JCT
but then I would go to sleep . 302901_304266,	1|5|LINK 2|5|JCT 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|7|INF 7|5|COMP 8|5|PUNCT
and I would dream that there were ghosts coming down the &=points stairs . 304266_308650,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|7|LINK 6|7|SUBJ 7|4|COMP 8|7|PRED
and since the &=ges,	1|8|LINK 2|8|JCT 3|4|DET 4|2|POBJ 5|4|NJCT 6|7|DET 7|5|POBJ 8|0|ROOT
and my parents were so far away because their bedroom was &=ges next to the main part of the house . 318883_324110,	1|4|LINK 2|3|DET 3|4|SUBJ 4|0|ROOT 5|6|JCT 6|4|PRED 7|4|JCT 8|11|LINK
and there was &=ges no way to get there except going by &=ges,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|QUANT 5|3|PRED 6|7|INF 7|5|XMOD 8|7|JCT
&=lips_smack so ‡ I [/] I lived several years in fear . 327854_332271,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|6|QUANT 6|4|OBJ 7|4|JCT 8|7|POBJ
I &=head,	1|3|SUBJ 2|3|JCT 3|0|ROOT 4|3|JCT 5|3|JCT 6|7|DET 7|5|POBJ 8|3|PUNCT
and eventually the [//] we &=ges,	1|4|LINK 2|4|JCT 3|4|SUBJ 4|0|ROOT 5|6|DET 6|4|OBJ 7|4|JCT 8|4|CONJ
and &=ges,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|JCT 5|3|PRED 6|10|LINK 7|10|SUBJ
and &=points,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|6|DET 5|6|MOD 6|3|PRED 7|3|PUNCT
so ‡ I hadta (.) &=points sleep next to the door . 344699_347556,	1|0|BEG 2|1|BEGP 3|6|SUBJ 4|6|AUX 5|6|INF 6|0|ROOT 7|6|JCT 8|6|JCT
and I hadta protect my &=laughs little sister . 347556_349604,	1|5|LINK 2|5|SUBJ 3|5|AUX 4|5|INF 5|0|ROOT 6|8|DET 7|8|MOD 8|5|OBJ
so ‡ that was probably the most frightened that I ever (.) was that I can remember . 350519_355369,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|7|DET 7|8|QUANT 8|4|CPRED
(...) okay . [+ exc] 364736_374974,	1|0|INCROOT 2|1|PUNCT
this &-um girl (.) has fallen into the river from somewhere . 374974_384847,	1|2|DET 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|7|DET 7|5|POBJ 8|7|NJCT
I'm not sure if she's had a car accident and got out_of the car or if she just fell into the river or the [//] was walking [//] swimming in the river and it swep(t) her away . 384847_393616,	1|2|SUBJ 2|0|ROOT 3|2|NEG 4|2|PRED 5|8|LINK 6|8|SUBJ 7|8|AUX 8|4|CMOD
it looks like there's &-uh &-um a rescue person . 393616_397928,	1|2|SUBJ 2|0|ROOT 3|5|LINK 4|5|SUBJ 5|2|COMP 6|8|DET 7|8|MOD 8|5|PRED
I don't know if it's a fireman a paramedic or what has climbed out on the (.) limb to try to get her out_of the water . 397928_405609,	1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|7|LINK 6|7|SUBJ 7|4|COMP 8|9|DET
at this point I think he's talking to her trying to get her out_of the water . 405609_411576,	1|5|JCT 2|3|DET 3|1|POBJ 4|5|SUBJ 5|0|ROOT 6|8|SUBJ 7|8|AUX 8|5|COMP
and she has her head out_of the water . 411576_414897,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|3|JCT 7|8|DET 8|6|POBJ
so ‡ I'm assuming she's (.) not in the process of being sucked down . 414897_418977,	1|0|BEG 2|1|BEGP 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|7|SUBJ 7|5|COMP 8|7|NEG
I think they're trying to figure out a way to &+saf safely get both of them back to shore . 418977_423721,	1|2|SUBJ 2|0|ROOT 3|5|SUBJ 4|5|AUX 5|2|COMP 6|7|INF 7|5|COMP 8|7|JCT
(..) okay . [+ exc] 423721_429235,	1|0|INCROOT 2|1|PUNCT
&=lips_smack son is out playing (.) soccer in the yard practicing kicking his ball . 429235_436006,	1|4|SUBJ 2|4|AUX 3|4|JCT 4|0|ROOT 5|4|OBJ 6|4|JCT 7|8|DET 8|6|POBJ
it accidentally goes astray and breaks,	1|3|SUBJ 2|3|JCT 3|0|ROOT 4|3|JCT 5|3|CONJ 6|5|COORD 7|8|DET 8|6|OBJ
"his father surprised gets up picks up the ball , looks out and sees the son . 446508_453565",	1|2|DET 2|3|SUBJ 3|0|ROOT 4|3|COMP 5|6|JCT 6|4|COMP 7|6|JCT 8|9|DET
father's standing there remembering his days of youth when he accidentally hit a baseball into his parents' window . 453565_461777,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|JCT 5|3|XJCT 6|7|DET 7|5|OBJ 8|7|NJCT
(..) okay . [+ exc] 464574_472263,	1|0|INCROOT 2|1|PUNCT
&=clears_throat mom's trying to get her son to take an umbrella to school because as &+sh you can see <it's raining outside or> [//] it's dark outside . 472263_482160,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|INF 5|3|COMP 6|7|DET 7|5|OBJ 8|9|INF
"son says +""/. 482160_482736",	1|2|SUBJ 2|0|ROOT 3|2|PUNCT
"+"" no ‡ Mom ‡ don't need it . 482736_484272",	1|0|BEG 2|1|BEGP 3|0|BEG 4|3|BEGP 5|7|AUX 6|5|NEG 7|0|ROOT 8|7|OBJ
"+"" don't need it . 484272_484864",	1|3|AUX 2|1|NEG 3|0|ROOT 4|3|OBJ 5|3|PUNCT
"+"" I'll be fine . 484864_485576",	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|PRED 5|3|PUNCT
"+"" don't worry . 485576_486200",	1|3|AUX 2|1|NEG 3|0|ROOT 4|3|PUNCT
son starts walking to school . 486200_488241,	1|2|SUBJ 2|0|ROOT 3|2|COMP 4|3|JCT 5|4|POBJ 6|2|PUNCT
the rain starts coming . 488241_489361,	1|2|DET 2|3|SUBJ 3|0|ROOT 4|3|COMP 5|3|PUNCT
he's getting soaking wet . 489361_490905,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|XMOD 5|3|PRED 6|3|PUNCT
"he runs back home , stands by mom looking forlorn and says +""/. 490905_498678",	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|2|JCT 5|2|LP 6|2|ENUM 7|6|JCT 8|7|POBJ
"+"" okay ‡ I'll take the umbrella . 498678_500246",	1|0|BEG 2|1|BEGP 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|7|DET 7|5|OBJ 8|5|PUNCT
she gives him [/] him the umbrella . 500246_502324,	1|2|SUBJ 2|0|ROOT 3|2|OBJ2 4|5|DET 5|2|OBJ 6|2|PUNCT
he gets some dry clothes on and starts back off to school in a much happier mood . 502324_507617,	1|2|SUBJ 2|0|ROOT 3|5|QUANT 4|5|MOD 5|2|OBJ 6|2|JCT 7|2|CONJ 8|7|COORD
okay . [+ exc] 513158_514757,	1|0|INCROOT 2|1|PUNCT
a father &=clears_throat &=lips_smack met a woman that he liked . 514757_519054,	1|2|DET 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|8|LINK 7|8|SUBJ 8|5|CMOD
they got married . 519054_520014,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|PUNCT
and he had a daughter by previous wife . 520014_523006,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|3|JCT 7|8|MOD 8|6|POBJ
and she had two daughters by previous &+d husband . 523006_525678,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|QUANT 5|3|OBJ 6|5|NJCT 7|8|MOD 8|6|POBJ
&=inhales the stepmother to his daughter (.) didn't want her in the sa,	1|2|DET 2|8|SUBJ 3|8|JCT 4|5|DET 5|3|POBJ 6|8|AUX 7|6|NEG 8|0|ROOT
so ‡ basically turned her into a scullery maid to do housework &=head,	1|0|BEG 2|1|BEGP 3|4|JCT 4|0|ROOT 5|4|OBJ 6|4|JCT 7|9|DET 8|9|MOD
the father along the way had [//] (.) after a few years had died in the meantime . 543737_551198,	1|2|DET 2|11|SUBJ 3|2|NJCT 4|5|DET 5|3|POBJ 6|2|NJCT 7|9|DET 8|9|QUANT
so ‡ mom really took that to extremes and basically turned her into a servant to wait on her and the two sisters . 551198_558247,	1|0|BEG 2|1|BEGP 3|5|SUBJ 4|5|JCT 5|0|ROOT 6|5|OBJ 7|6|JCT 8|7|POBJ
&=lips_smack &-um &=lips_smack it came about that the king and queen had a son . 558247_565618,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|9|LINK 5|6|DET 6|9|SUBJ 7|6|CONJ 8|7|COORD
a prince if you will who was celebrating his twenty first birthday . 565618_569738,	1|2|DET 2|0|INCROOT 3|8|LINK 4|8|SUBJ 5|8|AUX 6|8|LINK 7|8|AUX 8|2|CMOD
and they decided to have a huge ball and invite all of the eligible (.) girls in the country to come to the ball . 569738_578362,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|INF 5|3|COMP 6|8|DET 7|8|MOD 8|5|OBJ
so ‡ naturally the stepmother of Cinderella who was by then given this name by her mother and sisters since [/] since she tended all the cinders from the fireplace &-um &=lips_smack to come to this ball . 578362_594582,	1|0|BEG 2|1|BEGP 3|5|JCT 4|5|DET 5|0|INCROOT 6|5|NJCT 7|6|POBJ 8|9|LINK
mom decided that her daughters were going and wearing the finest clothes possible . 594582_599150,	1|2|SUBJ 2|0|ROOT 3|7|LINK 4|5|DET 5|7|SUBJ 6|7|AUX 7|2|COMP 8|7|CONJ
so ‡ she got them their gowns and got them all set up to go . 599150_602766,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|OBJ 6|7|DET 7|5|OBJ 8|7|CONJ
Cinderella was very sad because she couldn't go . 602766_605629,	1|2|SUBJ 2|0|ROOT 3|4|JCT 4|2|PRED 5|9|LINK 6|9|SUBJ 7|9|AUX 8|7|NEG
and she really wanted to go . 605629_606893,	1|4|LINK 2|4|SUBJ 3|4|JCT 4|0|ROOT 5|6|INF 6|4|COMP 7|4|PUNCT
she never got to do anything . 606893_608485,	1|3|SUBJ 2|3|SUBJ 3|0|ROOT 4|5|INF 5|3|COMP 6|5|OBJ 7|3|PUNCT
she happened to &-um stumble upon some clothes in an old chest and &-uh found that she actually had some friends <in the> [/] in the animal kingdom that came to her rescue and helped her make a beautiful ball gown . 608485_625063,	1|2|SUBJ 2|0|ROOT 3|4|INF 4|2|COMP 5|4|JCT 6|7|QUANT 7|5|POBJ 8|7|NJCT
&=lips_smack she also had a fairy godmother that she never knew about who suddenly appeared and (.) helped make everything right so_that Cinderella could go to the ball . 625063_635699,	1|3|SUBJ 2|3|JCT 3|0|ROOT 4|6|DET 5|6|MOD 6|3|OBJ 7|10|LINK 8|10|SUBJ
she had a beautiful gown . 635699_636995,	1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|MOD 5|2|OBJ 6|2|PUNCT
she had a coach to ride in (.) with footmen and everything that she needed . 636995_642996,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|6|INF 6|2|XJCT 7|6|JCT 8|6|JCT
the only stipulation was she hadta be home by midnight because everything would go back to what it had been before . 642996_650133,	1|3|DET 2|3|QUANT 3|4|SUBJ 4|0|ROOT 5|8|SUBJ 6|8|AUX 7|8|INF 8|4|PRED
"(.) &=lips_smack so ‡ Cinderella went to the ball , was having a wonderful time an(d) forgot about the time until she heard the clock striking midnight . 650133_658869",	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|7|DET 7|5|POBJ 8|4|LP
she ran down the &+s stairs to try to get away and in the process lost one of her slippers which was a beautiful glass slipper . 658869_667338,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|5|DET 5|3|POBJ 6|7|INF 7|2|XJCT 8|9|INF
&=lips_smack she did make it home on her own . 667338_670398,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|JCT 7|8|DET 8|6|POBJ
and noone ever found out . 670398_672510,	1|4|LINK 2|4|SUBJ 3|4|JCT 4|0|ROOT 5|4|JCT 6|4|PUNCT
but in the meantime the prince had become so smitten with this beautiful girl at the ball that he was determined to find out who lost their glass slipper on his staircase . 672510_682504,	1|8|LINK 2|8|JCT 3|4|DET 4|2|POBJ 5|6|DET 6|8|SUBJ 7|8|AUX 8|0|ROOT
so ‡ he went door to door in the country with his (.) helpers trying to find who,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|OBJ 6|4|JCT 7|6|POBJ 8|4|JCT
noone's had so far . 692001_693892,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|JCT 5|3|JCT 6|3|PUNCT
but when he came to the home of Cinderella her two sisters of_course hadta try it on . 693892_698674,	1|16|LINK 2|4|LINK 3|4|SUBJ 4|16|CJCT 5|4|JCT 6|7|DET 7|5|POBJ 8|7|NJCT
&=head,	1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|6|DET 6|4|OBJ 7|4|JCT 8|7|POBJ
and Cinderella happened to overhear (.) &=lips_smack a,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|INF 5|3|COMP 6|5|CONJ 7|6|COORD 8|7|JCT
and the prince had found his princess . 708356_710468,	1|5|LINK 2|3|DET 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|7|DET 7|5|OBJ 8|5|PUNCT
and they got married and lived happily ever after &=laughs . 710468_715620,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|CONJ 6|5|COORD 7|6|JCT 8|9|JCT
girl's cat went up a tree . 0_960,	1|2|MOD 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|DET 6|3|OBJ 7|3|PUNCT
her dad went up to get the cat . 981_2551,	1|2|DET 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|INF 6|3|XJCT 7|8|DET 8|6|OBJ
the dad got stuck . 2860_3710,	1|2|DET 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|PUNCT
the fire department hadta come and get them both out . 3725_5505,	1|3|DET 2|3|MOD 3|6|SUBJ 4|6|AUX 5|6|INF 6|0|ROOT 7|6|CONJ 8|7|COORD
get out the bread . 5590_6480,	1|0|ROOT 2|1|JCT 3|4|DET 4|2|POBJ 5|1|PUNCT
you put it on a plate . 6525_7815,	1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|2|JCT 5|6|DET 6|4|POBJ 7|2|PUNCT
&=inhales you,	1|2|SUBJ 2|0|ROOT 3|5|QUANT 4|5|MOD 5|2|OBJ 6|2|PUNCT
you take a knife . 9689_10199,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT
you spread it onto one piece of bread . 10220_12330,	1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|2|JCT 5|6|QUANT 6|4|POBJ 7|6|NJCT 8|7|POBJ
you take out the jelly . 12380_13210,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|5|DET 5|3|POBJ 6|2|PUNCT
take the knife . 13230_13900,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
spread the jelly onto (th)e other piece of bread . 13947_15377,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|JCT 5|7|DET 6|7|QUANT 7|4|POBJ 8|7|NJCT
put the pieces o(f) bread together . 15400_17780,	1|0|ROOT 2|3|DET 3|1|OBJ 4|3|NJCT 5|4|POBJ 6|1|JCT 7|1|PUNCT
cut the sandwich in half . 18150_19090,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|JCT 5|4|POBJ 6|1|PUNCT
&-like I had flu symptoms . 19180_19360,	1|2|SUBJ 2|0|ROOT 3|4|MOD 4|2|OBJ 5|2|PUNCT
I started throwing up . 22040_22050,	1|2|SUBJ 2|0|ROOT 3|2|COMP 4|3|JCT 5|2|PUNCT
&=inhales I got a plane . 22050_22130,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT
flew it crosscountry .,	1|0|ROOT 2|1|OBJ 3|1|OBJ 4|1|PUNCT
thought I was better .,	1|0|ROOT 2|3|SUBJ 3|1|COMP 4|3|JCT 5|1|PUNCT
&=inhales got more si,	1|0|ROOT 2|3|JCT 3|1|JCT 4|1|PUNCT
strep throat feeling .,	1|2|MOD 2|0|ROOT 3|2|XMOD 4|2|PUNCT
fever . 26930_26990,	1|0|INCROOT 2|1|PUNCT
chills went on for days .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|2|JCT 5|4|POBJ 6|2|PUNCT
&=inhales started to get better again .,	1|0|ROOT 2|3|INF 3|1|COMP 4|3|PRED 5|4|JCT 6|1|PUNCT
developed a cough . 30670_30790,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
went to the doctor .,	1|0|ROOT 2|1|JCT 3|4|DET 4|2|POBJ 5|1|PUNCT
he said it was a respiratory inspection [,	1|2|SUBJ 2|0|ROOT 3|4|SUBJ 4|2|COMP 5|7|DET 6|7|MOD 7|4|PRED 8|7|NJCT
(..) &=inhales I have an uncle who's from rural Appalachia .,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|6|LINK 6|4|CMOD 7|6|JCT 8|9|MOD
&=inhales an(d) he has no teeth .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|QUANT 5|3|OBJ 6|3|PUNCT
an(d) he &+s has a thick thick accent .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|7|DET 5|7|MOD 6|7|MOD 7|3|OBJ 8|3|PUNCT
&=inhales and chews chewing tobacco .,	1|2|LINK 2|0|ROOT 3|2|COMP 4|3|OBJ 5|2|PUNCT
and when he speaks &=inhales (.) it sounds like a long slur of almost vowels when he mumbles .,	1|6|LINK 2|4|LINK 3|4|SUBJ 4|6|CJCT 5|6|SUBJ 6|0|ROOT 7|6|JCT 8|10|DET
&=inhales it's almost impossible to discern what he's saying .,	1|2|SUBJ 2|0|ROOT 3|4|JCT 4|2|PRED 5|6|INF 6|4|XMOD 7|10|LINK 8|10|SUBJ
you (j)ust hafta listen really intently .,	1|5|SUBJ 2|5|JCT 3|5|AUX 4|5|INF 5|0|ROOT 6|7|JCT 7|5|JCT 8|5|PUNCT
I'm kind_of useta the accent .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|3|INCROOT 5|4|JCT 6|7|DET 7|5|POBJ
&=inhales &-um if you're not useta the accent .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|NEG 5|3|PRED 6|5|JCT 7|8|DET 8|6|POBJ
you're not familiar with it .,	1|2|SUBJ 2|0|ROOT 3|2|NEG 4|2|PRED 5|4|JCT 6|5|POBJ 7|2|PUNCT
&=inhales between the lack of teeth,	1|8|JCT 2|3|DET 3|1|POBJ 4|3|NJCT 5|4|POBJ 6|8|DET 7|8|MOD 8|0|ROOT
so ‡ I was river rafting in West Virginia .,	1|0|BEG 2|1|BEGP 3|6|SUBJ 4|6|AUX 5|6|JCT 6|0|ROOT 7|6|JCT 8|9|NAME
and there's this part when you get out_o(f) a raft and jump into a hydro .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|PRED 6|8|LINK 7|8|SUBJ 8|3|CJCT
which is like a whirlpool that sucks you to the bottom .,	1|2|LINK 2|0|ROOT 3|2|COM 4|5|DET 5|2|PRED 6|7|LINK 7|5|CMOD 8|7|OBJ
&=inhales if you jump into the whirlpool .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|DET 6|4|POBJ 7|3|PUNCT
even with the lifejacket on .,	1|2|JCT 2|0|INCROOT 3|4|DET 4|2|POBJ 5|4|NJCT 6|2|PUNCT
it'll suck you down to the bottom of the river .,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|JCT 7|8|DET 8|6|POBJ
&=inhales normally it spits you up five to ten feet after it sucks you down .,	1|3|JCT 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|OBJ 7|6|JCT 8|9|QUANT
&=inhales if you hit if just perfectly you can ride the hydro the entire length of the hydro .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|9|LINK 5|6|JCT 6|9|JCT 7|9|SUBJ 8|9|AUX
&=inhales and it takes you up about fifty feet .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|JCT 7|8|QUANT 8|6|POBJ
&=inhales well I (wa)s about the fifth person (t)o do it .,	1|3|COM 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|7|DET 6|7|MOD 7|4|POBJ 8|7|NJCT
the first four people jumped in and popped up ten feet later . 96310_96380,	1|4|DET 2|4|MOD 3|4|QUANT 4|5|SUBJ 5|0|ROOT 6|5|JCT 7|5|CONJ 8|7|COORD
&=inhales I jumped in .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|2|PUNCT
hit it perfect . 96690_96790,	1|0|ROOT 2|1|OBJ 3|1|JCT 4|1|PUNCT
and it carried me down to the bottom .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|JCT 7|8|DET 8|6|POBJ
dragged me along .,	1|0|ROOT 2|1|OBJ 3|1|JCT 4|1|PUNCT
&=inhales started to pop me up (a)bout ten feet .,	1|0|ROOT 2|3|INF 3|1|COMP 4|3|OBJ 5|3|JCT 6|3|JCT 7|8|QUANT 8|6|POBJ
(a)n(d) sucked me back down .,	1|2|LINK 2|0|ROOT 3|2|OBJ 4|2|JCT 5|2|JCT 6|2|PUNCT
&=inhales an,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|7|DET 6|7|MOD 7|4|POBJ 8|7|NJCT
thought I was coming back down .,	1|0|ROOT 2|4|SUBJ 3|4|AUX 4|1|COMP 5|4|JCT 6|4|JCT 7|1|PUNCT
I was a(b)out foot from the surface .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|3|POBJ 5|4|NJCT 6|7|DET 7|5|POBJ 8|2|PUNCT
could see the light . 107837_107977,	1|2|AUX 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT
an(d) I got sucked all the way back to the bottom for about another forty feet .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|7|QUANT 6|7|DET 7|4|OBJ 8|4|JCT
&=inhales I thought I was gonna drowned [,	1|2|SUBJ 2|0|ROOT 3|5|SUBJ 4|5|AUX 5|2|COMP 6|7|INF 7|5|COMP 8|2|PUNCT
&=inhales had a lifejacket on .,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|JCT 5|1|PUNCT
it sucked me to the bottom .,	1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|2|JCT 5|6|DET 6|4|POBJ 7|2|PUNCT
(..) so ‡ there was a girl who got caught in a river .,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|6|DET 6|4|PRED 7|9|LINK 8|9|AUX
&-um (.) doesn't look like a flood .,	1|3|AUX 2|1|NEG 3|0|ROOT 4|3|COM 5|6|DET 6|3|OBJ 7|3|PUNCT
looks like &+e she maybe fell in a river (be)cause they're not taking boats or anything .,	1|0|ROOT 2|5|LINK 3|5|SUBJ 4|5|JCT 5|1|COMP 6|5|JCT 7|8|DET 8|6|POBJ
&=inhales and there's what looks like either a cop or a fireman .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|LINK 5|3|CPRED 6|5|JCT 7|6|CONJ 8|9|DET
&=inhales &-um he's got a harness to safety equipment to safety lines .,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|DET 5|3|OBJ 6|5|NJCT 7|8|MOD 8|6|POBJ
and he's wearing a lifejacket .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|DET 6|4|OBJ 7|4|PUNCT
&=inhales and he's trying to get out into the river to rescue the girl .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|INF 6|4|COMP 7|6|JCT 8|6|JCT
(.) &=lips_smack a kid was goin(g) to school .,	1|2|DET 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|5|POBJ 7|4|PUNCT
his mother told him to take an umbrella .,	1|2|DET 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|6|INF 6|3|COMP 7|8|DET 8|6|OBJ
he insisted he didn't wanna bring the umbrella . 146432_146492,	1|2|SUBJ 2|0|ROOT 3|6|SUBJ 4|6|AUX 5|4|NEG 6|2|COMP 7|8|INF 8|6|COMP
he didn't need it . 146932_146962,	1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|4|OBJ 6|4|PUNCT
&=inhales he went to school .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|3|POBJ 5|2|PUNCT
&=inhales it started raining .,	1|2|SUBJ 2|0|ROOT 3|2|COMP 4|2|PUNCT
&=inhales he got upset an(d) came home (a)n(d) was soaking wet .,	1|2|SUBJ 2|0|ROOT 3|2|PRED 4|3|CONJ 5|4|COORD 6|5|JCT 7|5|CONJ 8|9|AUX
&=inhales his mother was upset that she [//] &+di he didn't listen to her .,	1|2|DET 2|3|SUBJ 3|0|ROOT 4|3|PRED 5|9|LINK 6|9|SUBJ 7|9|AUX 8|7|NEG
&=inhales he changed into dry clothes took the umbrella and left .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|3|POBJ 5|6|SUBJ 6|2|CJCT 7|8|DET 8|6|OBJ
&=inhales a kid was playing soccer .,	1|2|DET 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|OBJ 6|4|PUNCT
he kicked his soccer ball through the window .,	1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|MOD 5|2|OBJ 6|2|JCT 7|8|DET 8|6|POBJ
&=inhales it hit a lamp . 161865_161925,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT
broke the lamp . 163269_163379,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
the guy inside the house jumped up .,	1|2|DET 2|0|INCROOT 3|2|NJCT 4|5|DET 5|3|POBJ 6|5|XMOD 7|6|JCT
grabbed the soccer ball .,	1|0|ROOT 2|4|DET 3|4|MOD 4|1|OBJ 5|1|PUNCT
an(d) looked out to see who kicked it .,	1|2|LINK 2|0|ROOT 3|2|JCT 4|5|INF 5|2|XJCT 6|7|SUBJ 7|5|COMP 8|7|OBJ
no . [+ exc] 176940_176960,	1|0|INCROOT 2|1|PUNCT
there's a man who had a daughter named Cinderella .,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|PRED 5|6|LINK 6|4|CMOD 7|8|DET 8|9|SUBJ
he was a widower . 177580_177650,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|PRED 5|2|PUNCT
