text,intra_sentence_similarity
I think thats great,0.40851837396621704
and what I said it,0.3476899266242981
yeah jelly and,0.3466230630874634
yes mhm xxx,0.560950517654419
oh oh well I like it too,0.3911428153514862
because because this,0.8019750118255615
I know about that,0.5398451089859009
and this,0.5877653956413269
well can you can,0.5885818600654602
and this,0.5877653956413269
and most most bread I like it ke but I like,0.3259299397468567
because they look really dull looking,0.5150941610336304
but if you can it please,0.5052311420440674
but always I like this the,0.475728839635849
that its kindof close and close and sticking and sticky and nice,0.3941291570663452
but but thats but I always I those two things,0.4444272518157959
I,1.0
Imean Id like that that little thing,0.447492778301239
oh no,0.545691967010498
oh no,0.545691967010498
I know youre not,0.47059082984924316
so what,0.7359251976013184
I dont know,0.538106381893158
well I gotta get I gotta,0.38697656989097595
itd be suddenly,0.3746137320995331
I get and I got ke a sudden,0.2571313679218292
it was it was before it was be,0.471934974193573
it was kindof big,0.39239710569381714
it was,0.5629053115844727
yeah,1.0
I was really because its,0.4003361165523529
and and then when its,0.554236114025116
I dont like the bread,0.3099466562271118
but what,0.7277828454971313
but this one,0.6427082419395447
this,0.9999998807907104
this,0.9999998807907104
this is,0.6396641731262207
and when when you well yeah,0.39324697852134705
because each one when you do that way,0.4590150713920593
its sudden suddenly its closer and deeper and nicer,0.33911609649658203
and here,0.6098345518112183
and they can all think,0.4689634442329407
its gonna happen boomo boomo boomo,0.2939542233943939
I can tell,0.45938143134117126
I dont know,0.538106381893158
okay,0.9999999403953552
its about about fifty fifty,0.42931845784187317
sometimes its really good and then other times,0.43988388776779175
so thats the way it is,0.37469354271888733
I guess about three four years ago,0.2917579412460327
I was gonna do something,0.3351592719554901
I e guess I was gonna do something with my computer,0.25265851616859436
and I accidentally,0.4485807418823242
and when I went over the side I went down,0.299197793006897
and I was that way until somebody I guess it was my o my brother sister,0.26673826575279236
and thats when everything started,0.3959271311759949
oh I went I went down to to not school I went to,0.283860981464386
I forget what it was now,0.40963730216026306
but I I was only there for about two weeks,0.3172590732574463
and then then I was by myself for awhile,0.34747543931007385
and then somebody came along,0.40386107563972473
my sister inlaw came came up with this idea coming to AdlerAphasiaCenter,0.2607138156890869
and Ive been that way ever since,0.35204970836639404
I really dont know,0.5303772687911987
I went to I went to school,0.35379090905189514
I went I,0.6004659533500671
my my familys good,0.5053644180297852
they both come and see me at times,0.29299771785736084
they come come out at times,0.3694891929626465
I go I go to my sister inlaws,0.3248472809791565
and sometimes I even go I go overnight,0.38301384449005127
everythings pretty good,0.6380930542945862
oh I forget what it is now,0.36411815881729126
and it was,0.4142388105392456
the girl was looking for a way to get the to get the get down get the whatyacallit down the cat down,0.2922220826148987
the fireman or whoever the,0.43402308225631714
I think so,0.6691157817840576
www,1.0000001192092896
well it was it was about the how the girl wanted to have something otherthan nothing at all,0.3080061078071594
and every time she wanted to go to the ball or something like that,0.32970482110977173
and she decided finally to do something about that,0.39227786660194397
and he,0.5471725463867188
and he,0.5471725463867188
and eventually she was able to get somebody to take her to the ball,0.32834315299987793
and she did the she she did the ball,0.3440004587173462
and thats when she finally found found him,0.3491020202636719
with or without the crust,0.43376803398132324
well in a peanut butter and jelly sandwich you have,0.28439009189605713
and thats how its made,0.3376399278640747
yeah,1.0
no n,0.5185788869857788
yeah,1.0
and a,0.6143176555633545
you I I,0.8572156429290771
yeah,1.0
yeah,1.0
and I am I I have a toku,0.3620338439941406
I have a toku,0.44035208225250244
yes,0.9999998807907104
and and in the in the,0.645952582359314
yeah in the in the afternoon,0.36174067854881287
and and s,0.5770800709724426
yeah,1.0
and no mbldnu,0.5103980302810669
and I brimmbu,0.4510398507118225
and I,0.4510398507118225
and,1.0
yeah,1.0
hdetu,0.0
and I wimmbu,0.4510398507118225
every day,0.66892009973526
I am better every day,0.3785034120082855
and youknow walking walking,0.43719834089279175
and,1.0
m,1.0
and kmpuu,1.0
I,1.0
yeah,1.0
and I walking,0.4140881299972534
yeah,1.0
driving and,0.7001095414161682
and dri,0.5024031400680542
and,1.0
and I I dove,0.396653950214386
and,1.0
yeah,1.0
yeah,1.0
I l,0.7182720303535461
I I I love s,0.5223565101623535
and no I I I have no boat lnlu,0.3455187678337097
and I have sell my boat,0.2781670093536377
and two,0.6627430319786072
yeah,1.0
I I have m,0.41723644733428955
yeah,1.0
and and I am a s,0.25022006034851074
yeah,1.0
and no nojku,0.5103980302810669
I used sue,0.32058894634246826
s,1.0000001192092896
forty five forty five f,0.5892742872238159
and I m,0.27971524000167847
and I miss my boat,0.2832803428173065
yeah,1.0
mhm,0.0
mhm,0.0
mmu,0.0
the bull,0.5393731594085693
br,1.0
fdu,0.0
and and,0.9999998211860657
and,1.0
and a,0.6143176555633545
yeah,1.0
yeah,1.0
father,1.0000001192092896
I dont,0.5639047622680664
the mom is,0.30520033836364746
litter,1.0
and,1.0
the mom the m,0.27619221806526184
yeah,1.0
I and,0.4510398507118225
and m,0.4755544066429138
and,1.0
the I,0.4594482481479645
the the dlu,0.9999993443489075
cat is up the treat,0.2630118131637573
and ftu,1.0
and oh ftu,0.42659685015678406
and,1.0
and and and,0.9999997615814209
and,1.0
and two firemen is m,0.2668232321739197
two two i r r two,0.4368077218532562
yeah,1.0
I,1.0
no no xxx,0.5700928568840027
well the m,0.3766275942325592
you,1.0000001192092896
www,1.0000001192092896
yeah,1.0
dnu,0.0
and,1.0
two sister m,0.32732585072517395
and and and and and l kdmbtu,0.7207898497581482
and and,0.9999998211860657
wand,1.0000001192092896
and and and and,0.9999998211860657
and and m,0.5338261127471924
and and and,0.9999997615814209
yeah,1.0
and and and s,0.6431612968444824
and and and dancing and,0.7654998898506165
and snsu,1.0
h,0.9999999403953552
and and and hurry and hurry and bdntu,0.5522276163101196
and,1.0
and and,0.9999998211860657
and and pr,0.5599195957183838
every vmu,0.9999999403953552
and s,0.5242151021957397
and I and,0.5120354294776917
you,1.0000001192092896
in enters,0.6441342830657959
and and and house,0.7425873279571533
and and and dfpzu,0.9999997615814209
and and everybody l,0.4268825054168701
and s,0.5242151021957397
and and and dnsu,0.9999997615814209
no,0.9999999403953552
p,0.9999999403953552
yeah,1.0
I two,0.47587573528289795
no,0.9999999403953552
and your I,0.4259694814682007
and,1.0
and c,0.5512341260910034
and and sklsu,0.9999998211860657
yeah,1.0
house,1.0
comb,0.9999998211860657
tubrksu,0.0
dutsbu,0.0
tutbtu,0.0
pdsou,0.0
pistozu,0.0
mndu,0.0
bntu,0.0
h vnpenou,0.9999999403953552
kolduu,0.0
kldulu,0.0
beaver,0.9999999403953552
kssu,0.0
mku,0.0
sdsopu,0.0
juninou,0.0
unicorn,1.0
kapdu,0.0
spinksu,0.0
plku,0.0
try again not not,0.5781991481781006
talking,1.0000001192092896
it it I think it is helping a little bit,0.42171019315719604
but it seems like,0.5794438123703003
it seems ke perfect and allofasudden,0.29410573840141296
youknow somebodys gotta go with you,0.3359913229942322
you you gotta go with me every day,0.31216293573379517
because sometimes I I stop youknow,0.45572221279144287
because I dont talk I dont wanna talk alittle farther,0.3796856105327606
because it it r hurts me to do alotof things,0.3467698395252228
so I dont do anything,0.5275921821594238
thats why youknow sometimes allofasudden,0.36336299777030945
nobody goes with me,0.34497109055519104
as long as you help me this and and you can the new thing you gotta tell me every day,0.25811660289764404
youknow,1.0
pretty hard to do muttering,0.38365525007247925
I did my stroke,0.4224660098552704
and my doctor says,0.3047419488430023
I already already the doctor said to this morning,0.36226311326026917
then I got another stroke,0.4015940725803375
actually the better stroke,0.5065145492553711
because youknow the other stuff I was just falling dying myself,0.34523507952690125
after and after he finds the stuff and then and he and he cleans cleans,0.367410808801651
I all we got one stroke after the other junk is right there,0.27873992919921875
because now we got the o stroke and everything,0.28903302550315857
alittle better all and thats,0.43068352341651917
I can,0.5796567797660828
no nobody really talks with me at first,0.255126953125
and my doctor gives my doctor up,0.2955838441848755
youknow I useta I useta tell him,0.5247013568878174
I said,0.5259465575218201
and the doctor said this morning,0.34506091475486755
down at and he says,0.26615139842033386
and thats why thats why I dont wanna talk that about him,0.2963733673095703
and and the other people xxx down in this morning it was the same,0.3105256259441376
and a thats why people know,0.3321049213409424
thats why,0.4539983570575714
because I wanna be better,0.4132215976715088
alittle youknow,0.6357538104057312
but I do it to I do it just,0.5250028371810913
and thats the only thing I like about that time now,0.37857577204704285
yes,0.9999998807907104
a long time before I couldnt I couldnt youknow,0.3068279027938843
you would get,0.577501118183136
you give them the ball,0.3906433582305908
you just see,0.6647790670394897
and and he can see this one,0.3283573389053345
so you just throw this one,0.5127737522125244
and then and you get little,0.45292139053344727
and your things youknow so so you could,0.42851781845092773
alotof different,0.5429700016975403
and after that I do the,0.33146750926971436
and and this morning nobody would talk with me,0.31203916668891907
the out there the people says,0.3947608172893524
the ball,0.5780216455459595
and and nobody talked this morning,0.3418305218219757
and it seems like,0.4357718825340271
youknow I because I because you did alotof things with me now,0.3632717728614807
and now I wish to talk these people in this morning and say,0.2869023084640503
because youknow and this morning alotof people,0.31290295720100403
I well no I I i,0.5196570158004761
no,0.9999999403953552
way down,0.6322386264801025
I I I sit there,0.5736655592918396
and I drived,0.3981308341026306
and I got another,0.3485294580459595
and Id sit there,0.2738226652145386
and then the the people out there helped me,0.3756865859031677
was my sposta be sit there,0.3020164668560028
and just held,0.37531960010528564
because nobody nobody will help you mock,0.3923051059246063
and now Im a Im really feeling alittle better,0.29356351494789124
and and its very much about you did alotof things youknow,0.27381423115730286
and with you didnt like it or not you hafta,0.27655670046806335
I dont know,0.538106381893158
yes,0.9999998807907104
well the first thing is my dad had one and had two one two three four five people,0.305648535490036
my dad had and my wife,0.34004905819892883
and,1.0
because my my wife,0.47991442680358887
no,0.9999999403953552
my dads mom,0.5979568362236023
no my yeah my mom mom and dad had bigger,0.2946698069572449
they were twins,0.5001087784767151
and and my dad see them in this morning,0.27321237325668335
he says,0.5041618347167969
and this morning you could see them all this long,0.41205528378486633
seems there two,0.47891929745674133
today different,0.6658830642700195
and the and the and the nose s,0.48571881651878357
my other,0.5199639201164246
but now hes now,0.3976583778858185
and he was like this and then,0.37717196345329285
and he never but he knows a little bit like that today,0.366423100233078
and,1.0
youknow thats that ou,0.29958391189575195
I I wish it better,0.5653449892997742
I youknow I wish it better,0.4942929446697235
and then my dad saying this morning that I was,0.3197150230407715
did stroke,0.5659931898117065
nobody else did it but,0.5077477097511292
nobody else,0.7439785599708557
my dads well thats hard thing anyway,0.3296475112438202
but but,1.0
yes I do,0.6168991327285767
oh yes,0.7815017700195312
okay this this this boy this boy kicks his ball,0.344577431678772
and and his ball comes down in his,0.3571651577949524
it no he kptu,0.5388214588165283
he kicks the bmu,0.36988702416419983
he kicks the little ball in the rain s,0.2445976883172989
he kicks all the bang s,0.22989310324192047
and he kids s,0.28130921721458435
and then hes he can see its this way,0.273252010345459
but then his his his dad comes down,0.36742669343948364
here comes the ball into his place,0.33921900391578674
and now he can see it,0.3123728334903717
and then dad comes in this morning,0.29001984000205994
he gives the ball,0.3243442475795746
and he sees hes gonna find the ball,0.17203179001808167
hes gonna see the the boy,0.19138863682746887
and hes gonna say,0.17948691546916962
www,1.0000001192092896
well this is the woman that gives the boy,0.3334270417690277
and the woman gives the the boy a thing,0.3598564863204956
and she,0.5627676844596863
and and and she,0.6720757484436035
and Ma says again,0.2883073091506958
she,0.9999998807907104
and then here comes the rain,0.396419882774353
and now the boy says,0.28619274497032166
and then and then at night,0.47910335659980774
or no then here the ball s,0.292702317237854
hes,0.4177086651325226
so hes turned hes gonna go turn,0.22990578413009644
and he say,0.3485909700393677
and so he runs down and knock knock,0.27471524477005005
and she says,0.37827277183532715
she was the mommy,0.3435237407684326
mommy was talking,0.32514992356300354
and she she cleaning himself a little bit,0.37103402614593506
and she after that she gives him the,0.37449097633361816
www,1.0000001192092896
okay,0.9999999403953552
well here heres the girl,0.35394030809402466
the girl was working was playing with her trakuu,0.341055303812027
but allofasudden she stopped,0.5260698795318604
and she was trying to read,0.2883015275001526
and she was she was she was yelling by the mom,0.3491266369819641
and then heres the dog barking,0.3771829605102539
oh after he did that after the man gets his ladder in his thing,0.2504841089248657
and then the then the man grabs in his thing to go to the cat,0.2969196140766144
could hear the dog was barking about the the dad,0.27961814403533936
because he couldnt,0.4185071289539337
he fall fall his bladder,0.3885354697704315
and then the dog was yelling,0.3751450777053833
because he couldnt get the cat or nothing,0.28891706466674805
and so allofasudden here comes the fireman,0.35588541626930237
and he knows what youre gonna do,0.2578372359275818
hes gonna know hes gonna,0.2644272446632385
fireman,0.9999999403953552
because theres two men,0.3551422357559204
theyre gonna jump his place,0.23948466777801514
and hell know how to get the dog get the the man,0.2827296257019043
hell know how to make him first,0.3292929530143738
then the dogs gonna be xxx,0.21733219921588898
and then after he comes and hell get the the cat,0.28569912910461426
and heres the little tweedle,0.4005816578865051
I know them exactly,0.5839232206344604
okay,0.9999999403953552
in this in in the rn in this morning or actually one one time Ill get a bread,0.2707480192184448
Ill get some peanut butter and some jelly,0.32717397809028625
Ill Ill put,0.5525057911872864
wait Ill get bread,0.3694344758987427
I Ill get two breads s,0.2266351878643036
one for peanut butter,0.4190264940261841
clean the slu,0.5824599862098694
and then well get another one bread bread with some jelly,0.3688963055610657
and I gotta clean s,0.24286392331123352
and then Ill just slap them,0.33241984248161316
and then Ill eat them,0.3322582542896271
www,1.0000001192092896
okay,0.9999999403953552
ll Cinderella Cinderella,0.525604784488678
a long time before youknow I useta do alotof things,0.2770140469074249
oh boy,0.6196359395980835
www,1.0000001192092896
okay,0.9999999403953552
this this other this old old woman got married,0.3317091763019562
and this morning the old woman had two or,0.26467376947402954
and the two two little ones,0.4452086091041565
and the other girl was a ase presflu,0.27791380882263184
she little girl,0.6242422461509705
xxx horses and the little dogs and other things,0.35821250081062317
she was playing that,0.4374389052391052
and then this morning she was she was making she was making the other woman who was hiking,0.3329942524433136
and the older the other womans,0.46650636196136475
they didnt wanna be the same,0.28938889503479004
and and then this I think in this morning it was a long time as they go better,0.30135440826416016
the the the old woman says,0.36857396364212036
and so the woman was helping everybody else to go for the other woman,0.2795400321483612
nzu,0.0
and now in this morning she was talking about a brand new little,0.28468936681747437
everything as soon as,0.4732514023780823
not not after the gnat,0.38361796736717224
shes can better she can better that,0.3821946978569031
she can talk everything get brand new little,0.3317969739437103
but she gotta remember that at night,0.28559890389442444
so so she she get little apple s,0.37684112787246704
she got brand new little things,0.347290962934494
she was dancing,0.47874701023101807
and the brand new liked her,0.350599467754364
and then allofasudden she runned,0.421810507774353
uhoh she gotta go,0.26024192571640015
because she said she had she liked him but he,0.4506904184818268
so she run,0.452447772026062
and one of one of her l lpzu,0.33898311853408813
she loft,0.502615213394165
and this allofasudden it went pop,0.3010396659374237
everybody comes down,0.4976363182067871
so she won s,0.2529693841934204
but then the then heres the man,0.44611039757728577
he gets the u the little lplu,0.30700698494911194
everyone he was talking xxx,0.3274579346179962
and he and he wants to,0.40578287839889526
hes everyone sits down there,0.2794768214225769
and we wanna get your p plu,0.2519776523113251
and he puts and,0.37301793694496155
and he zzu,0.5471725463867188
and he pushed and pushed and pushed,0.4850132465362549
and he couldnt do that one,0.3188157379627228
and he threw,0.3801480531692505
and then and then in this morning just for the here the nice wlu,0.3927251100540161
she wasnt doing that because the woman said,0.30373916029930115
and then here comes the man said,0.33063140511512756
because as he,0.5009844303131104
and allofasudden as the as the man was running going running bye,0.3051210343837738
so so he get,0.5474299192428589
she was terrible,0.49489280581474304
and she hadnt cleaned herself,0.2954574227333069
and she was terrible,0.40107133984565735
and then and she said,0.41442981362342834
and so he he just sat there,0.3469294309616089
and she slipped slipped like a perfect,0.33760499954223633
just slipper right at perfect in them,0.33577418327331543
and allofasudden,1.0
or allofasudden,1.0
and she was xxx,0.3165571689605713
she got married with him,0.3268398344516754
and she was dancing,0.40028494596481323
www,1.0000001192092896
my speech is is is is coming alittle better I think,0.33782958984375
its its nice a little bit nicer to talk with anybody at all,0.23164653778076172
I pretty sure that I can like,0.4651739299297333
and,1.0
yet he he talks alittle better,0.39982637763023376
and and theyre theyre theyre theyre theyre youknow theyre laughing,0.420070618391037
youknow sometimes hell say,0.43592870235443115
or hell say,0.40800392627716064
and sometimes Ill walk in the in the in the place in this morning,0.36012548208236694
and Ill Ill say,0.32345879077911377
and and theyll,0.46698418259620667
and somebody walks my place,0.34664061665534973
and Ill just say,0.2940773367881775
and and they say,0.46069812774658203
and they keep walking,0.45999622344970703
and you can do that,0.44808945059776306
but youknow you would do this like that,0.4582485556602478
nobody remembers what Im doing,0.36182713508605957
I just say,0.627779483795166
and xxx,0.43780288100242615
so what I can see I just say,0.477957546710968
or,1.0
and well,0.7609344720840454
yes,0.9999998807907104
after my stroke,0.42001277208328247
yeah yeah because well the first thing I remember that I was talking I was talking alotof times with my wife,0.2702840566635132
youknow because I told her,0.3605724275112152
youknow,1.0
and and is FirstnameSh was there,0.43431904911994934
and I drives,0.3868648409843445
and she she would we did,0.39710935950279236
because I would drive,0.48440536856651306
or well drive her down and see this one,0.30316486954689026
or youknow Ill say,0.2987959384918213
and and,0.9999998211860657
youknow so I I find a little place there,0.3716365098953247
I wanted to go this one,0.40074294805526733
is,1.0000001192092896
shes driving this one,0.3625295162200928
and and the other one she tells me she said,0.3034353256225586
because and this morning I was I was talking and what to do every day youknow and order,0.2744493782520294
and,1.0
youknow and and after I did my stroke youknow because my wife is the same thing,0.2263135015964508
and I I was driving,0.3443802297115326
now now shes,0.43472614884376526
and shes because she knows because I did my stroke,0.3051922023296356
she the she remembers the the the the days when I I was did alotof things,0.31017571687698364
lot of lot of spndizu,0.4606579840183258
and and allofasudden allofasudden allofasudden,0.9999998211860657
to try it,0.5570183992385864
to I she doesnt want,0.3627583980560303
she just,0.698309063911438
youknow most of the day,0.2722736597061157
recovery yes,0.4979511499404907
yes,0.9999998807907104
the first the first day the the first times s,0.45949864387512207
but after that they finally opened me xxx,0.3268543481826782
and and I was I wouldnt talk,0.2713322043418884
and this morning when she come with me I would I would laugh,0.33011579513549805
I would I wouldnt laugh but I would I would say,0.47450584173202515
youknow and shed come,0.34465324878692627
and shed sit me in this morning,0.26143667101860046
and and she would say,0.3593282401561737
and and after that she didnt she couldnt have yth anything to do with me,0.28630051016807556
she couldnt help me do something,0.37436342239379883
so thats that was the other team the other people in this morning thats sposta be sit there and remember remember your throw your ball,0.28634071350097656
or see what youre doing,0.36859583854675293
or this one,0.5254271626472473
the first side of the four,0.5000414848327637
and my wife didnt do that so we got a woman that that talks to me walk,0.25531405210494995
and then and he,0.5602355599403381
then she would out this this this other man,0.4324621856212616
he would,0.5884682536125183
and hed,0.32393524050712585
and I,0.4510398507118225
youknow after after I remember how exactly to work,0.314218133687973
after now I can walk a little bit,0.3030966520309448
and then and and he gets me a ball,0.3296857178211212
and then this morning hed then he then hed get me some,0.33003804087638855
and this morning,0.4820287525653839
so youknow I just just little things,0.581373393535614
so after that after long time before when he he hed get me something to eat every day,0.3073398768901825
and he said,0.37295207381248474
and I didnt make any because then that hurts that,0.3556083142757416
the same the little thing,0.5070137977600098
and and this morning she does and,0.38542819023132324
but after that the man in this morning you get to,0.33140817284584045
and and we could,0.5049288868904114
so I could walk around,0.4079139828681946
and now he knows,0.3506455719470978
ke he says,0.3175312280654907
youknow and I,0.36973142623901367
everything was pretty good,0.43526217341423035
in this morning,0.44916900992393494
in in this morning there was one there was one thing that the woman,0.3699394464492798
no this was the this was a girl thing that,0.38290026783943176
and you get you get one,0.45901811122894287
and and the the and Im sposta sit there and xxx come like this,0.2854527533054352
like one,0.6817940473556519
then one two three,0.6268047094345093
one two three four,0.8005639314651489
one two three four five,0.811625063419342
and then this morning Id get this one and this youknow,0.31323665380477905
now she tells me,0.4078603684902191
then do this one,0.476703017950058
do it this xxx do it to them,0.42838239669799805
she wanted youknow she wanted usually the same different every day,0.3240770697593689
and its alittle better now,0.4184812605381012
a long time before after I didnt,0.3014511466026306
and it and like,0.4995904862880707
youknow I couldnt,0.43044227361679077
pretty soon I could,0.45007169246673584
not everything but pretty little better,0.5755066871643066
and this morning nobodys everybody,0.4392549991607666
and now now its I can,0.3312145173549652
and and a this morning I didnt,0.2690786123275757
mhm,0.0
oh,0.9999998807907104
long long time,0.7229092717170715
any time,0.6146586537361145
www,1.0000001192092896
I I guess the the the herd,0.3583662211894989
and and or I when I gonna say bye to everybody,0.2371743768453598
youknow and this morning I was driving,0.28549113869667053
youknow I get get my place,0.40319791436195374
and they were flying,0.5022976994514465
and sometimes I would just tell myself,0.4333147704601288
I said,0.5259465575218201
I would like I,0.5755449533462524
why should just let just go,0.5315250158309937
and it it almost took almost cook,0.35616859793663025
because something,0.8524214029312134
you should be the same with everybody,0.3905307948589325
you shouldnt just,0.5276229977607727
youknow you should really shouldnt really hafta do that,0.37365204095840454
you should sit everybody,0.5219939351081848
and and for some reason that remembers,0.48204296827316284
youknow even right now and a long time before I did alotof things,0.29048842191696167
but maybe I sh,0.46066829562187195
and I shouldve lvbdiu,0.3765515089035034
for maybe it took a long time but thats really the one of the hard things that that do youknow,0.31041455268859863
I did alotof things but maybe if I,0.45839357376098633
actually actually when when I got married and and two a boy and a girl the,0.29830434918403625
because I dont know what I I youknow,0.4849092364311218
I wanted to go,0.44839373230934143
but the first thing,0.4889378845691681
and I said to him,0.3349546492099762
I said I said,0.5259464979171753
or I said,0.32790958881378174
I said to Dad,0.33181285858154297
I said,0.5259465575218201
and and Ill and you can talk with my Sabrina or my wife and two a boy and a girl,0.2151140421628952
and he said,0.37295207381248474
I I said,0.5786190629005432
he said,0.5283018350601196
so he was pretty good after that youknow,0.3177896738052368
after I said one of the,0.2847045660018921
and dad would say,0.2948574423789978
but now,0.6831772923469543
and he said,0.37295207381248474
said s,0.45208925008773804
FirstnameSh and I had FirstnameSa and FirstnameS,0.42559313774108887
and thats why I wanted everybody to talk with,0.3110456168651581
but after that everybody was pretty good and,0.38376814126968384
that was the hard days,0.3593360185623169
youknow really what what happens but,0.5359668135643005
oh yeah,0.8460387587547302
I think I think I think everybody seems all was little better,0.47248807549476624
and then this morning,0.48974373936653137
youknow and this morning I would just i I would youknow nice if I,0.3746201992034912
but if I would just youknow nobody youknow xxx do that drive xxx,0.3345104455947876
but in this morning I youknow I just my wife and I just drive the place,0.30306315422058105
r,1.0
Alaska,0.9999999403953552
youknow I I wanted to talk to my wife,0.34764087200164795
and I said,0.32917967438697815
not Florida,0.4974214434623718
lsku,0.0
and she said,0.38078364729881287
you,1.0000001192092896
so she was she was xxx done there,0.32024842500686646
and its alotof different now,0.34097427129745483
alotof things are different now,0.3956066370010376
yeah,1.0
did alotof things in this morning,0.2981037497520447
youknow my my my new place I drive,0.3504582643508911
you could drive but you only,0.5132521390914917
nobody else to drive,0.42089682817459106
and no no play to drive the place,0.3298830986022949
and they youknow,0.3912546634674072
that all there was,0.48648953437805176
you you can drive but youknow because my my wife and I just drive,0.3387775123119354
because we fly it back,0.4352260231971741
cut trees and stuff,0.35699597001075745
and I sit that place,0.3453170657157898
and then this morning shed see,0.3879837095737457
and wed drive,0.32238584756851196
she said she said she said,0.5303276181221008
so we glad we glad to do that,0.45481568574905396
FirstnameSa no yeah FirstnameSa FirstnameSa and FirstnameS was theyre coming alittle better youknow,0.2588597536087036
and and,0.9999998211860657
so alotof things to do but,0.41423550248146057
but we xxx,0.4344833791255951
yeah,1.0
and I dont think Im I I dont really wanna go again,0.34197404980659485
maybe seem maybe its for a long time if we,0.32017138600349426
yeah,1.0
maybe but not right now,0.5506645441055298
I dont think,0.5251586437225342
yes maam,0.6021884679794312
no Im Im Im ready,0.31566765904426575
xxx perfect,0.5158671736717224
yup,1.0
yes its the same time,0.3641042709350586
new and then old is the the boy kicks the ball,0.26627102494239807
it smashed,0.5105946063995361
and the boy and the the old man sees the ball comes in his place smashed in his place,0.28700026869773865
the same same a same smash but he smashed it,0.3409111499786377
then he comes up under under smash,0.27124515175819397
and the the boy or the mans place,0.37136706709861755
and the man grab,0.30728501081466675
and he says,0.3578353226184845
those were the days,0.446036696434021
okay,0.9999999403953552
this is the woman,0.4264746308326721
and he,0.5471725463867188
and and and the boy the boy says,0.357420951128006
and then the so she says,0.3492649495601654
and then,0.7074459791183472
and so he runs,0.31047677993774414
hes going where its terrible raining,0.3062141239643097
so he wants to run run,0.34813860058784485
he says,0.5041618347167969
and so,0.5900565385818481
he,0.9999998807907104
and and he,0.597486674785614
so she,0.6509170532226562
and her,0.6381198167800903
no Sabrina or,0.3105210065841675
now you can work s,0.38208329677581787
www,1.0000001192092896
yes,0.9999998807907104
okay,0.9999999403953552
first theres a cat,0.3008344769477844
up in no this cat,0.2703287899494171
this is a tee,0.3877677023410797
hes got his tree,0.2580697238445282
the cat got his tree,0.2826410233974457
I was trying trying not to,0.4187721014022827
he this is a tree,0.36743515729904175
this is a tree,0.45616286993026733
and the cat,0.4205080270767212
and the first thing here heres the little girl,0.3629269301891327
she was bicycle,0.4232997000217438
but he,0.6897066831588745
and he,0.5471725463867188
he,0.9999998807907104
and then the his his his the the man,0.5263215899467468
or to Katie,0.28488337993621826
and and Ill get your hat,0.26902344822883606
and so he get,0.377234548330307
but he he tried him,0.5434249639511108
and allofasudden the fall down his ladder,0.3629317879676819
or or he didnt get his ladder,0.24269865453243256
but theres some something,0.5040019750595093
I think I think he get,0.5440930128097534
and it fall m,0.29469919204711914
and so he cant he cant move hisself,0.2737766206264496
and so heres his dog,0.2946983277797699
because the arf,0.35081011056900024
he was sposta do something,0.3808119595050812
and then this little little er little tidlu,0.4660850763320923
and there theres a r fireman,0.3108312785625458
and here is the fireman,0.376154363155365
and he runs kmu,0.3575291931629181
so after the re fireman hes gonna stop them in there,0.20704159140586853
and hell get man the man coming first,0.29893845319747925
and then theyll xxx drive his ladder,0.24858947098255157
and hell grab,0.31683751940727234
and he gives the cat to the girl,0.2816663682460785
and shes gonna say,0.1904449164867401
and she says,0.37827277183532715
www,1.0000001192092896
oh yes,0.7815017700195312
xxx,1.0
yes,0.9999998807907104
and smlu,1.0
she shes shes shes the is working,0.32062411308288574
shes the working and cleaning everything from her,0.3386093080043793
and there the other theres theres three,0.42162808775901794
they were friends,0.562072217464447
this is the old woman,0.33623093366622925
and this is this is der ndlu,0.3604251444339752
she got told her,0.42455118894577026
you told this one,0.4367481470108032
because the rest of them,0.4907294511795044
the three of them,0.49140608310699463
she wants to get three of them get married,0.256110280752182
and not the old one,0.36912891268730164
and and this morning the the three of them,0.4606896936893463
actually it was actually there was one like this,0.4687393605709076
this one,0.741186261177063
or the new one of the girl is this one,0.339473694562912
then three three other ones,0.5209323763847351
old looking and they were stupid,0.31708824634552
these were,0.7250227332115173
but they wanted to get married,0.40420812368392944
and she said,0.38078364729881287
just skip clean yourself,0.49481508135795593
and so after he he sees this old this old man his his got his brand new his place,0.26807066798210144
and he and he took this man talk a little took for everybody everybody dancing,0.28915655612945557
and everybodys doing the place,0.4610592722892761
and after this morning heres heres comes her woman her the old woman,0.2864738702774048
everybody she wanted they got brand new little things and to go to them,0.3474079966545105
and then this morning there there was the woman,0.3912241756916046
she was down there,0.3895947337150574
and she wouldnt see that one,0.31127557158470154
she was cleaning herself,0.44452738761901855
she was dancing,0.47874701023101807
they were giggling xxx,0.38103818893432617
and and and this morning this was a little,0.407035768032074
you got three three or four mouses,0.3251606225967407
and and this morning here comes a brand new new one thing that says,0.33803075551986694
or instead it was talking with her,0.3171285390853882
little little,1.0000004768371582
no this man the the the other woman she knows she talked with him,0.3171961009502411
you gotta you either talk little things,0.4108494222164154
little little,1.0000004768371582
you put put in your your your,0.46078503131866455
you put them in your,0.3904670476913452
put one in xxx thing,0.29398664832115173
because when you,0.6436034440994263
and then when everything comes here comes the the a tru,0.35223615169525146
and and every they everybody comes to place,0.4253897964954376
and then and then she rdzu,0.581960141658783
he opens the door,0.3451506793498993
and and the little girl says,0.35845258831977844
