text,Split_Clauses,Word_Counts,Max_Syntax_Tree_Depth,Word_Order,Verb_Phrases
hafta do something,['hafta do something'],[3],1,['VO'],[1]
horses worked before that,['horses worked before that'],[4],2,['SV'],[1]
okay,['okay'],[1],0,['V'],[0]
hey you there over there,['hey you there over there'],[5],3,['V'],[0]
you dog,['you dog'],[2],1,['SV'],[1]
come here here here here,['come here here here here'],[5],1,['V'],[1]
okay,['okay'],[1],0,['V'],[0]
few more magic words we had this beautiful horse,"['we had this beautiful horse', 'few more magic words we had this beautiful horse']","[5, 9]",3,"['SVO', 'VSO']","[1, 0]"
now we need a coachman,['now we need a coachman'],[5],2,['SVO'],[1]
says the fairy godmother,['says the fairy godmother'],[4],2,['VS'],[1]
okay kitten come on come on,"['okay kitten come on come on', 'come on']","[6, 2]",2,"['SV', 'V']","[1, 1]"
youll do nicely,['youll do nicely'],[4],1,['SV'],[1]
got theirselves,['got theirselves'],[2],1,['VO'],[1]
afterall it was a cute kitten,['afterall it was a cute kitten'],[6],2,['SV'],[0]
it should be a handsome cat,['it should be a handsome cat'],[6],2,['SV'],[0]
and a very handsome coachman,['and a very handsome coachman'],[5],2,['V'],[0]
well thankyou fairy godmother,['well thankyou fairy godmother'],[4],1,['V'],[0]
says Cinderella,['says Cinderella'],[2],1,['VS'],[1]
but I cant go in these rags,['but I cant go in these rags'],[8],3,['SV'],[1]
oh,['oh'],[1],0,['V'],[0]
yeah we gotta do something about you,"['ta do something about you', 'yeah we gotta do something about you']","[5, 8]",4,"['VO', 'SVO']","[1, 2]"
okay okay okay okay okay,['okay okay okay okay okay'],[5],0,['V'],[0]
said a few more magic words and loandbehold there was Cinderella in a gorgeous gown,"['there was Cinderella in a gorgeous gown', 'said a few more magic words and loandbehold there was Cinderella in a gorgeous gown']","[7, 15]",4,"['V', 'VS']","[1, 1]"
her hair beautifully combed,['her hair beautifully combed'],[4],2,['SV'],[1]
lovely outfit,['lovely outfit'],[2],1,['V'],[0]
sweet beautiful princess looking,['sweet beautiful princess looking'],[4],2,['SV'],[1]
okay now you hafta understand,['okay now you hafta understand'],[5],1,['SV'],[1]
says the fairy godmother,['says the fairy godmother'],[4],2,['VS'],[1]
my magic only works a little bit or for a little bit of time,['my magic only works a little bit or for a little bit of time'],[14],4,['SV'],[1]
so go along,['so go along'],[3],1,['V'],[1]
have a good time,['have a good time'],[4],2,['VO'],[1]
dance with the prince,['dance with the prince'],[4],3,['V'],[0]
but remember when it start when the clock strikes twelve everything goes back to the way it was,"['but remember when it start when the clock strikes twelve', 'when it start when the clock strikes']","[10, 7]",4,"['VS', 'SV']","[1, 1]"
okay Ill remember,['okay Ill remember'],[3],0,['VS'],[1]
and off she goes,['and off she goes'],[4],1,['SV'],[1]
makes her grand entrance because shes late,"['because shes late', 'makes her grand entrance because shes late']","[4, 8]",2,"['SV', 'VOS']","[1, 1]"
the prince sees her and dances with her,['the prince sees her and dances with her'],[8],3,['SVO'],[1]
dance after dance after dance,['dance after dance after dance'],[5],4,['V'],[0]
everybody is wondering,['everybody is wondering'],[3],1,['SV'],[1]
who is this beautiful young lady,['who is this beautiful young lady'],[6],2,['SV'],[0]
the stepsisters dont recognize her,['the stepsisters dont recognize her'],[6],2,['SVO'],[1]
the stepmother doesnt recognize her,['the stepmother doesnt recognize her'],[6],2,['SVO'],[1]
they have never seen her so nice and pretty and clean and all dressed up,"['they have never seen her so nice and pretty and clean and all dressed up', 'all dressed up']","[15, 3]",3,"['SVO', 'SV']","[1, 1]"
Cinderella is having a wonderful time,['Cinderella is having a wonderful time'],[6],2,['SVO'],[1]
but allofasudden the clock starts to strike twelve,"['the clock starts to strike twelve', 'but allofasudden the clock starts to strike twelve']","[6, 8]",3,"['SVO', 'VSO']","[2, 2]"
oh she remembers,['oh she remembers'],[3],1,['SV'],[1]
gotta go gotta go,"['gotta go', 'gotta go gotta go', 'ta go']","[3, 6, 2]",3,"['V', 'V', 'V']","[2, 3, 1]"
she tells the prince,['she tells the prince'],[4],2,['SVO'],[1]
and scoots off,['and scoots off'],[3],1,['V'],[1]
and runs and run,"['run', 'and runs and run']","[1, 4]",1,"['V', 'V']","[1, 0]"
but the prince is so startled he doesnt realize whats happening,['but the prince is so startled he doesnt realize whats happening'],[13],4,['SVO'],[2]
and she gets all the way out from the palace before the clock finished striking,"['before the clock finished striking', 'and she gets all the way out from the palace before the clock finished striking']","[5, 15]",4,"['SV', 'SV']","[1, 1]"
and the coach disappears,['and the coach disappears'],[4],2,['SV'],[1]
the beautiful dress disappears,['the beautiful dress disappears'],[4],2,['SV'],[1]
everything,['everything'],[1],0,['V'],[0]
but as she had been running she lost her shoe,"['but as she had been running she lost her shoe', 'as she had been running']","[10, 5]",2,"['SVO', 'SV']","[2, 1]"
now for some reason it does not change back,['now for some reason it does not change back'],[9],3,['SV'],[1]
before you ask me why that doesnt happen,"['why that doesnt happen', 'before you ask me why that doesnt happen']","[5, 9]",2,"['SV', 'SVO']","[1, 2]"
I had kids who asked questions,['I had kids who asked questions'],[6],3,['SVO'],[1]
so she keeps running,"['so she keeps running', 'running']","[4, 1]",1,"['SV', 'V']","[1, 1]"
eventually she gets home,['eventually she gets home'],[4],1,['SV'],[1]
back to her hearth,['back to her hearth'],[4],3,['V'],[0]
the pumpkin is squashed,['the pumpkin is squashed'],[4],2,['V'],[1]
the prince has only the shoe,['the prince has only the shoe'],[6],2,['SVO'],[1]
but he has fallen in love with Cinderella,['but he has fallen in love with Cinderella'],[8],4,['SV'],[1]
a proclamation goes out the next day,['a proclamation goes out the next day'],[7],2,['SV'],[1]
he wishes to see every woman every young woman in the kingdom,"['to see every woman every young woman in the kingdom', 'he wishes to see every woman every young woman in the kingdom']","[10, 12]",6,"['VO', 'SVO']","[1, 2]"
and whoevers foot that glass slipper fits will be his bride,"['and whoevers foot that glass slipper fits will be his bride', 'and whoevers foot that glass slipper fits']","[11, 7]",4,"['SV', 'SV']","[0, 1]"
and so he goes around to all the,['and so he goes around to all the'],[8],3,['SV'],[1]
and so his messenger goes all around the country trying it on,"['and so his messenger goes all around the country trying it on', 'trying it on']","[12, 3]",3,"['SVO', 'VO']","[1, 1]"
somes,['somes'],[1],0,['V'],[1]
gets to the house with Cinderella,['gets to the house with Cinderella'],[6],3,['V'],[1]
older stepsister tries it on,['older stepsister tries it on'],[5],2,['SVO'],[1]
cant squeeze her foot in,['cant squeeze her foot in'],[6],2,['VO'],[1]
her,['her'],[1],0,['V'],[0]
the other sister says tries,"['the other sister says tries', 'tries']","[5, 1]",2,"['SV', 'V']","[1, 1]"
they push and they squeeze and they push and they squeeze,"['they squeeze and they push and they squeeze', 'they push and they squeeze and they push and they squeeze']","[8, 11]",4,"['SV', 'SV']","[1, 1]"
and they still cant get her foot in there,['and they still cant get her foot in there'],[10],2,['SVO'],[1]
messenger says,['messenger says'],[2],1,['SV'],[1]
is there anybody else around,['is there anybody else around'],[5],2,['V'],[0]
I have tried everybody in the kingdom,['I have tried everybody in the kingdom'],[7],3,['SVO'],[1]
no,['no'],[1],0,['V'],[0]
says the stepmother,['says the stepmother'],[3],2,['VS'],[1]
theres nobody else in here,['theres nobody else in here'],[6],3,['V'],[1]
at that point Cinderella peeks around the corner and the messenger sees her,"['the messenger sees her', 'at that point Cinderella peeks around the corner and the messenger sees her']","[4, 13]",3,"['SVO', 'SVO']","[1, 0]"
oh heres a young lady,['oh heres a young lady'],[5],2,['VO'],[1]
let us let me try,"['us let me try', 'let us let me try']","[4, 5]",3,"['SV', 'VS']","[1, 1]"
weve gotta try her,"['weve gotta try her', 'ta try her']","[6, 3]",2,"['SVO', 'VO']","[2, 1]"
the prince says everybody,['the prince says everybody'],[4],2,['SVO'],[1]
eventhough the stepmother is saying,['eventhough the stepmother is saying'],[5],2,['SV'],[1]
nah shes nothing shes nothing nothing,['nah shes nothing shes nothing nothing'],[8],3,['SVO'],[1]
so Cinderella comes in the room,['so Cinderella comes in the room'],[6],3,['SV'],[1]
slips her foot in easily into the glass slipper,['slips her foot in easily into the glass slipper'],[9],3,['VO'],[1]
its not too big,['its not too big'],[4],1,['V'],[0]
its not too small,['its not too small'],[4],1,['V'],[0]
not too wide,['not too wide'],[3],1,['V'],[0]
not too narrow,['not too narrow'],[3],1,['V'],[0]
and the messenger says,['and the messenger says'],[4],2,['SV'],[1]
proclaim,['proclaim'],[1],0,['V'],[1]
I have found the princes princess,['I have found the princes princess'],[6],2,['SVO'],[1]
the prince comes to claim Cinderella,"['to claim Cinderella', 'the prince comes to claim Cinderella']","[3, 6]",2,"['VO', 'SVO']","[1, 2]"
and they get married and live happily ever after,['and they get married and live happily ever after'],[9],3,['SV'],[1]
and yes the stepsisters mended their ways and really became nice little girl nice girls instead of the mean spiteful ones they had been,"['and yes the stepsisters mended their ways and really became nice little girl nice girls instead of the mean spiteful ones they had been', 'really became nice little girl nice girls instead of the mean spiteful ones they had been']","[24, 16]",5,"['SVO', 'VS']","[1, 1]"
when I was was a time that I was really sick,['when I was was a time that I was really sick'],[11],4,['SV'],[0]
there would only be one instance in my life when I had surgery for malignant melanoma in the middle of my back fifteen years ago or longer,"['when I had surgery for malignant melanoma in the middle of my back fifteen years ago or longer', 'there would only be one instance in my life when I had surgery for malignant melanoma in the middle of my back fifteen years ago or longer']","[18, 27]",6,"['SVO', 'VSO']","[1, 0]"
I had never seen it,['I had never seen it'],[5],1,['SVO'],[1]
it was discovered by my skin doctor when I went in for a rash,"['it was discovered by my skin doctor when I went in for a rash', 'when I went in for a rash']","[14, 7]",4,"['VS', 'SV']","[1, 1]"
I was in the hospital with surgery within four days,['I was in the hospital with surgery within four days'],[10],3,['SV'],[0]
was in the hospital ten days,['was in the hospital ten days'],[6],3,['V'],[0]
had skin grafts,['had skin grafts'],[3],2,['VO'],[1]
losing a section of my skin on my back that was about the size of a small saucer,"['losing a section of my skin on my back', 'losing a section of my skin on my back that was about the size of a small saucer']","[9, 18]",5,"['VO', 'OSV']","[1, 0]"
the skin grafts were taken from my left hip,['the skin grafts were taken from my left hip'],[9],3,['V'],[1]
I dont know which was worse pain the wound in back or the skin grafts on my hip,['I dont know which was worse pain the wound in back or the skin grafts on my hip'],[19],5,['SV'],[1]
but you cant hardly get comfortable in bed,['but you cant hardly get comfortable in bed'],[9],2,['SV'],[1]
you just sleep under lights that dry up the skin wounds,['you just sleep under lights that dry up the skin wounds'],[11],5,['SVO'],[1]
and then that was I was outof the hospital,['and then that was I was outof the hospital'],[9],4,['SV'],[0]
I was back at work within six weeks with still the sortof a semi open wound over my spine in the back which they could not close for two years because your skin does not heal for two years,['I was back at work within six weeks with still the sortof a semi open wound over my spine in the back which they could not close for two years because your skin does not heal for two years'],[39],6,['SVO'],[2]
in order to close the wound on the back they inserted balloons that forced my skin to grow around the scar that they were removing so that they could cut out the scar take the flaps of skin close them back over the original scar wound,"['in order to close the wound on the back they inserted balloons that forced my skin to grow around the scar that they were removing so that they could cut out the scar take the flaps of skin close them back over the original scar wound', 'take the flaps of skin close them back over the original scar wound']","[46, 13]",9,"['OSV', 'VO']","[5, 1]"
and so I had for about six weeks a lump on my back where they were infloating,"['where they were infloating', 'and so I had for about six weeks a lump on my back where they were infloating']","[4, 17]",4,"['SV', 'SVO']","[1, 2]"
that was done and I had ten years with an oncologist,"['I had ten years with an oncologist', 'that was done and I had ten years with an oncologist']","[7, 11]",4,"['SVO', 'VSO']","[1, 1]"
and now I have a clean bill of health,['and now I have a clean bill of health'],[9],3,['SVO'],[1]
thats about all I can remember laughs,['thats about all I can remember laughs'],[8],4,['SVO'],[2]
www,['www'],[1],0,['V'],[0]
as far as their speech is concerned I I had a husband who had a stroke and had cognitive reasoning problems that made it difficult for him to understand what I was saying or der,"['as far as their speech is concerned I I had a husband who had a stroke and had cognitive reasoning problems that made it difficult for him to understand what I was saying or der', 'I I had a husband who had a stroke and had cognitive reasoning problems that made it difficult for him to understand what I was saying or der']","[35, 28]",10,"['SVO', 'SVO']","[3, 3]"
he knew who I was but he did not connect with what I was saying,"['he knew who I was but he did not connect with what I was saying', 'he did not connect with what I was saying']","[15, 9]",4,"['SVO', 'SVO']","[3, 2]"
and when people came to visit him in the hospital we had the same problems,"['when people came to visit him in the hospital', 'and when people came to visit him in the hospital we had the same problems']","[9, 15]",5,"['SVO', 'SOV']","[2, 2]"
now he could communicate reasonably well but he did not comprehend so his communication was it was just difficult,"['now he could communicate reasonably well but he did not comprehend so his communication was it was just difficult', 'he did not comprehend so his communication was it was just difficult']","[19, 12]",5,"['SV', 'SV']","[2, 1]"
oh he was in therapy for,['oh he was in therapy for'],[6],2,['SV'],[0]
and I useta watch,"['and I useta', 'and I useta watch']","[3, 4]",2,"['SV', 'SV']","[1, 1]"
he was given many many tests,['he was given many many tests'],[6],2,['VO'],[1]
he was to write elephant,"['he was to write elephant', 'to write elephant']","[5, 3]",2,"['SVO', 'VO']","[1, 1]"
a great deal of therapy,['a great deal of therapy'],[5],2,['V'],[0]
and was really doing fairly well,['and was really doing fairly well'],[6],2,['V'],[1]
six weeks after the stroke,['six weeks after the stroke'],[5],2,['V'],[0]
so I had him back home by that time,['so I had him back home by that time'],[9],3,['SVO'],[1]
and he was doing reasonably well,['and he was doing reasonably well'],[6],2,['SV'],[1]
mhm,['mhm'],[1],0,['V'],[0]
did you do some when you were communicating with him,"['when you were communicating with him', 'did you do some when you were communicating with him']","[6, 10]",3,"['SV', 'SVO']","[1, 2]"
no I did not hafta do anything,['no I did not hafta do anything'],[7],2,['SVO'],[1]
they just gave me instructions on always,['they just gave me instructions on always'],[7],2,['SVO'],[1]
and he had hearing aids,['and he had hearing aids'],[5],2,['SVO'],[1]
ERROR,['ERROR'],[1],0,['V'],[0]
and that sort of thing just to help him,['and that sort of thing just to help him'],[9],3,['SVO'],[1]
no because by the time he was home and an outpatient he was doing he,['no because by the time he was home and an outpatient he was doing he'],[15],4,['VSO'],[1]
and it was it had affected his swallowing and that,"['and it was it had affected his swallowing and', 'it had affected his swallowing and']","[9, 6]",3,"['SVO', 'SVO']","[1, 1]"
so so there was some speech difficult only because of the swallowing,['so so there was some speech difficult only because of the swallowing'],[12],5,['V'],[1]
that was about my only experience with,['that was about my only experience with'],[7],3,['SV'],[0]
Im sure there were many instances when I was frightened,['Im sure there were many instances when I was frightened'],[11],4,['SV'],[1]
,['nan'],[1],0,['V'],[0]
but not certainly I was afraid but not a terrified type of fright,['but not certainly I was afraid but not a terrified type of fright'],[13],3,['SV'],[0]
maybe like boo scared but not hysteria hysteria scared,['maybe like boo scared but not hysteria hysteria scared'],[9],3,['SV'],[1]
its thats a hard thats a real hard question,['its thats a hard thats a real hard question'],[11],5,['SV'],[1]
I have been afraid when Id been dreaming because I was lost,"['I have been afraid when Id been dreaming because I was lost', 'because I was lost', 'when Id been dreaming']","[13, 4, 5]",2,"['SV', 'V', 'SV']","[2, 1, 1]"
but that was a dream not and I always seem to get outof it,"['but that was a dream not and I always seem to get outof it', 'I always seem to get outof it']","[14, 7]",3,"['SVO', 'SVO']","[1, 2]"
lets see what ever where would I have been lost,"['what ever where would I have been lost', 'lets see what ever where would I have been lost']","[8, 10]",3,"['V', 'V']","[1, 2]"
I have been lost but not afraid,['I have been lost but not afraid'],[7],2,['V'],[1]
it hasta be hasta have the fear,['it hasta be hasta have the fear'],[7],3,['SVO'],[0]
I certainly worked in a very large industrial plant where there were certainly dangerous situations all around with mechanics and equipment and furnaces,['I certainly worked in a very large industrial plant where there were certainly dangerous situations all around with mechanics and equipment and furnaces'],[23],7,['SV'],[1]
but,['but'],[1],0,['V'],[0]
its not anything that was its not scary because you are trained to cope with that but you are working constantly around large equipment,"['its not anything that was its not scary because you are trained to cope with that', 'because you are trained to cope with that']","[16, 8]",4,"['VS', 'V']","[2, 2]"
and I think probably many times since I was a supervisor I was probably more concerned about a young man working on one of the drill presses or on a lathe that would lose a finger or was injured by a grinder or something happening to one of the men that worked for me,['and I think probably many times since I was a supervisor I was probably more concerned about a young man working on one of the drill presses or on a lathe that would lose a finger or was injured by a grinder or something happening to one of the men that worked for me'],[54],21,['SVO'],[3]
and then the furnaces in a large plant its always a concern,['and then the furnaces in a large plant its always a concern'],[12],5,['SV'],[0]
an industrial plant is is something to be very cautious,['an industrial plant is is something to be very cautious'],[10],5,['SV'],[0]
not to be fearful of but to be cautious about your people who are working for you and also that your own behavior you dont do stupid things,['not to be fearful of but to be cautious about your people who are working for you and also that your own behavior you dont do stupid things'],[29],7,['VSO'],[2]
and I worked midnights which was,['and I worked midnights which was'],[6],3,['SVO'],[1]
I was the only female in the plant,['I was the only female in the plant'],[8],4,['SV'],[0]
and that still was not a fearful situation,['and that still was not a fearful situation'],[8],2,['SV'],[0]
but it was not a situation that you were not always cognizant of where everybody was and the machinery was working,['but it was not a situation that you were not always cognizant of where everybody was and the machinery was working'],[21],6,['SV'],[1]
and we never had an accident we never had a fire we never had,['and we never had an accident we never had a fire we never had'],[14],5,['SVO'],[1]
we had a blizzard,['we had a blizzard'],[4],2,['SVO'],[1]
but they would have never left me alone with,['but they would have never left me alone with'],[9],1,['SVO'],[1]
Imean they they picked me up at the plant took me back home,"['Imean they they picked me up at the plant took me back home', 'took me back home']","[13, 4]",3,"['SVO', 'VO']","[1, 1]"
but not that was probably the most fearful or frightening situation that I was ever in,['but not that was probably the most fearful or frightening situation that I was ever in'],[16],3,['SV'],[0]
but it wasnt it was not something that would impair your ability to carry on the job,['but it wasnt it was not something that would impair your ability to carry on the job'],[18],7,['SVO'],[2]
you were just more aware of what was going on around you because there was just alotof mechanical equipment and dangerous electrical and that sort of thing,"['you were just more aware of what was going on around you because there was just alotof mechanical equipment and dangerous electrical and that sort of thing', 'because there was just alotof mechanical equipment and dangerous electrical and that sort of thing']","[27, 15]",5,"['SV', 'V']","[1, 1]"
but that was about the only situation that I was ever in that was ever might might have been life threatening but certainly never was,['but that was about the only situation that I was ever in that was ever might might have been life threatening but certainly never was'],[25],5,['SV'],[0]
but it was an interesting experience,['but it was an interesting experience'],[6],2,['SV'],[0]
no it was when I worked in the automotive industry back East,"['no it was when I worked in the automotive industry back East', 'when I worked in the automotive industry back']","[12, 8]",4,"['SV', 'SV']","[0, 1]"
yeah no there we dont have any really heavy equipment,['yeah no there we dont have any really heavy equipment'],[11],0,['VSO'],[1]
matter of fact Boeing is here but,['matter of fact Boeing is here but'],[7],3,['SV'],[0]
oh yes,['oh yes'],[2],1,['V'],[0]
oh we had rr,"['oh we had rr', 'rr']","[4, 1]",1,"['SVO', 'V']","[1, 1]"
oh Ohio ugh,['oh Ohio ugh'],[3],2,['V'],[0]
from Ohio okay,['from Ohio okay'],[3],1,['V'],[0]
we had gee it was terrible,['we had gee it was terrible'],[6],2,['SVO'],[1]
we were o we hadta shut down all the furnaces in the plant,"['o we hadta shut down all the furnaces in the plant', 'we were o we hadta shut down all the furnaces in the plant']","[11, 13]",5,"['SVO', 'SVO']","[1, 0]"
and then ofcourse they we let all the people go,"['all the people go', 'and then ofcourse they we let all the people go']","[4, 10]",3,"['SV', 'OSV']","[1, 1]"
the only people who hadta stay ofcourse was the management,['the only people who hadta stay ofcourse was the management'],[10],4,['SV'],[0]
but then they would not even let us get in our cars,"['us get in our cars', 'but then they would not even let us get in our cars']","[5, 12]",4,"['SV', 'SV']","[1, 1]"
they actually brought emergency equipment in to take us when they n,"['they actually brought emergency equipment in to take us when they n', 'to take us']","[12, 3]",2,"['SVO', 'VO']","[2, 1]"
well we hadta shut down all all the heat eat,"['all all the heat eat', 'well we hadta', 'well we hadta shut down all all the heat eat']","[5, 3, 10]",3,"['SV', 'SV', 'SV']","[1, 1, 1]"
we hadta shut down the entire plant for four days,['we hadta shut down the entire plant for four days'],[10],3,['SVO'],[1]
in,['in'],[1],0,['V'],[0]
it was outside of Columbus in a town called Newark Ohio with the WabcoInternationalAutomotiveOperationsPlant outside of Newark Ohio,['it was outside of Columbus in a town called Newark Ohio with the WabcoInternationalAutomotiveOperationsPlant outside of Newark Ohio'],[18],6,['SV'],[0]
big plant,['big plant'],[2],1,['V'],[0]
where,['where'],[1],0,['V'],[0]
oh Cleveland sure,['oh Cleveland sure'],[3],2,['V'],[0]
thats an industrial city,['thats an industrial city'],[5],2,['SV'],[1]
yeah,['yeah'],[1],0,['V'],[0]
yeah you have lake effect,['yeah you have lake effect'],[5],2,['SVO'],[1]
lots of it up there,['lots of it up there'],[5],2,['V'],[0]
yeah oh yeah oh yeah,['yeah oh yeah oh yeah'],[5],0,['V'],[0]
I had lived here for many years,['I had lived here for many years'],[7],3,['SV'],[1]
got my masters degree,['got my masters degree'],[4],2,['VO'],[1]
then moved,['then moved'],[2],1,['V'],[1]
because at the time I was looking for a job you couldnt make any money down here,['because at the time I was looking for a job you couldnt make any money down here'],[18],5,['SVO'],[2]
so I left and went,"['so I left and went', 'went']","[5, 1]",1,"['SV', 'V']","[1, 1]"
the weather back there is really awful,['the weather back there is really awful'],[7],2,['SV'],[1]
www,['www'],[1],0,['V'],[0]
www,['www'],[1],0,['V'],[0]
this is a picture that is in a binder for for some reason,['this is a picture that is in a binder for for some reason'],[13],5,['SV'],[0]
and this is an emergency rescue with a with a life jacket red life jacket which means its fire,['and this is an emergency rescue with a with a life jacket red life jacket which means its fire'],[19],6,['SVO'],[0]
and its in a very very serious flood,['and its in a very very serious flood'],[8],4,['V'],[0]
and there are two restraint the the emergency worker has caught on to a tree branch where the child,['and there are two restraint the the emergency worker has caught on to a tree branch where the child'],[19],5,['VS'],[2]
I do not know what the young girl or the woman I guess its not a young girl is hanging on to or is part of,"['what the young girl or the woman I guess its not a young girl is hanging on to or is part of', 'I do not know what the young girl or the woman I guess its not a young girl is hanging on to or is part of']","[22, 26]",5,"['OSV', 'SVO']","[2, 2]"
but he has a belt around his waist and one around his arm with,['but he has a belt around his waist and one around his arm with'],[14],5,['SVO'],[1]
I can see his two arms,['I can see his two arms'],[6],2,['SVO'],[1]
I can only see one hand of hers,['I can only see one hand of hers'],[8],3,['SVO'],[1]
and its obviously an attempt to rescue the young woman,"['to rescue the young woman', 'and its obviously an attempt to rescue the young woman']","[5, 10]",3,"['VO', 'VO']","[1, 1]"
but I you can see nothing of you can see her head her oul part of her shoulders and one hand,"['but I you can see nothing of you can see her head her oul part of her shoulders and one hand', 'can see her head her oul part of her shoulders and one hand']","[21, 13]",6,"['SVO', 'VSO']","[2, 1]"
but I I cant tell what the rest of the,['but I I cant tell what the rest of the'],[11],3,['SVO'],[1]
I dont know what the rest of the story is,['I dont know what the rest of the story is'],[11],5,['SV'],[1]
its obviously a rescue in a flood that was pictured inside a,['its obviously a rescue in a flood that was pictured inside a'],[12],5,['V'],[1]
its a book thats in a binder I mean a picture thats in a binder but I dont know what the rest of the story is unless it is just that the rescued happened,"['I mean', 'its a book thats in a binder I mean a picture thats in a binder', 'thats in a binder']","[2, 17, 5]",5,"['SV', 'VS', 'SV']","[1, 0, 1]"
we dont know whether it was successful or not,['we dont know whether it was successful or not'],[10],2,['SV'],[1]
thats an odd picture,['thats an odd picture'],[5],2,['SV'],[1]
okay,['okay'],[1],0,['V'],[0]
www,['www'],[1],0,['V'],[0]
a young boy is playing in the yard with a soccer ball which he has just given a mighty kick,['a young boy is playing in the yard with a soccer ball which he has just given a mighty kick'],[20],5,['SVO'],[2]
in picture number two that soccer ball has flown through the window,['in picture number two that soccer ball has flown through the window'],[12],3,['SV'],[1]
somebodys window,['somebodys window'],[2],1,['V'],[0]
a house presumably,['a house presumably'],[3],1,['V'],[0]
picture number three the ball is now through the glass inside the house knocked over a lamp and landed presumably on the floor of the house,"['knocked over a lamp and landed presumably on the floor of the house', 'picture number three the ball is now through the glass inside the house knocked over a lamp and landed presumably on the floor of the house']","[13, 26]",7,"['VO', 'SV']","[1, 0]"
there is a man sitting in a chair beside the lamp that has been knocked over looking very startled,['there is a man sitting in a chair beside the lamp that has been knocked over looking very startled'],[19],8,['V'],[2]
and the fourth window is the man standing up looking out the broken window back out into the yard with the soccer ball in his hand,"['the man standing up looking out the broken window back out into the yard with the soccer ball in his hand', 'and the fourth window is the man standing up looking out the broken window back out into the yard with the soccer ball in his hand']","[21, 26]",7,"['VO', 'SVO']","[0, 0]"
end of story,['end of story'],[3],2,['V'],[0]
www,['www'],[1],0,['V'],[0]
picture number one shows a mother getting her child ready to go to school,['picture number one shows a mother getting her child ready to go to school'],[14],6,['SVO'],[2]
he has his backpack on,['he has his backpack on'],[5],2,['SVO'],[1]
he is waving goodbye,['he is waving goodbye'],[4],1,['SVO'],[1]
she is holding an umbrella out to him,['she is holding an umbrella out to him'],[8],2,['SVO'],[1]
and he is saying waving with his hands saying,"['saying', 'waving with his hands', 'and he is saying waving with his hands saying']","[1, 4, 9]",4,"['V', 'V', 'SV']","[1, 1, 1]"
no,['no'],[1],0,['V'],[0]
he doesnt want that,['he doesnt want that'],[5],1,['SVO'],[1]
picture number two he is now out the door waving goodbye to his mother who is still standing looking at him holding the umbrella,"['picture number two he is now out the door waving goodbye to his mother who is still standing looking at him holding the umbrella', 'waving goodbye to his mother who is still standing looking at him holding the umbrella']","[24, 15]",8,"['SVO', 'VOS']","[1, 2]"
picture number three he is now walking to school with his backpack on,['picture number three he is now walking to school with his backpack on'],[13],3,['SV'],[1]
and it is starting to rain,"['and it is starting to rain', 'to rain']","[6, 2]",2,"['SV', 'V']","[2, 1]"
starting to sprinkle,"['starting to sprinkle', 'to sprinkle']","[3, 2]",2,"['V', 'V']","[2, 1]"
picture number four it is now starting to rain hard,"['to rain hard', 'picture number four it is now starting to rain hard']","[3, 10]",2,"['V', 'SV']","[1, 2]"
he has turned around is running through puddles back home in the hard rain with his hands held up over his head,"['is running through puddles back home in the hard rain with his hands held up over his head', 'he has turned around is running through puddles back home in the hard rain with his hands held up over his head']","[18, 22]",5,"['V', 'SV']","[1, 2]"
picture number five has mother looking very disgusted with her hands on her hips looking down at small boy still with his backpack on who is now sopping wet,"['looking down at small boy still with his backpack on who is now sopping wet', 'picture number five has mother looking very disgusted with her hands on her hips looking down at small boy still with his backpack on who is now sopping wet']","[15, 29]",5,"['VS', 'SV']","[2, 2]"
picture number six is small boy again walking to school this time with an umbrella,"['again walking to school this time with an umbrella', 'picture number six is small boy again walking to school this time with an umbrella']","[9, 15]",4,"['V', 'SV']","[1, 0]"
end of story,['end of story'],[3],2,['V'],[0]
www,['www'],[1],0,['V'],[0]
alright this is this is WaltDisneys version of Cinderella that or actually was made into a cartoon movie,['alright this is this is WaltDisneys version of Cinderella that or actually was made into a cartoon movie'],[18],5,['SV'],[1]
the first scene is the new stepmother with the two young stepsisters coming in to meet Cinderella and her widowed father,['the first scene is the new stepmother with the two young stepsisters coming in to meet Cinderella and her widowed father'],[21],8,['SVO'],[1]
the next one is the when they were just children,['the next one is the when they were just children'],[10],2,['SV'],[0]
the next scene is the two wicked stepsisters and the stepmother,['the next scene is the two wicked stepsisters and the stepmother'],[11],3,['SV'],[0]
having relegated Cinderella out to the barn they she is looking outside outof her window in the barn towards the castle,"['outof her window in the barn towards the castle', 'having relegated Cinderella out to the barn they she is looking outside outof her window in the barn towards the castle', 'having relegated Cinderella out to the barn']","[9, 21, 7]",6,"['VO', 'OSV', 'VO']","[1, 2, 1]"
and in the next scene the wicked stepsisters and the stepmother have received,['and in the next scene the wicked stepsisters and the stepmother have received'],[13],3,['SV'],[1]
the next scene is the father is the king talking to the prince saying,"['saying', 'the next scene is the father is the king talking to the prince saying']","[1, 14]",6,"['V', 'SV']","[1, 0]"
you must find someone to marry,['you must find someone to marry'],[6],3,['SVO'],[2]
and the next scene is this wicked stepsisters and the stepmother receiving a letter and an invitation to the ball at the castle at the invitation of the prince,['and the next scene is this wicked stepsisters and the stepmother receiving a letter and an invitation to the ball at the castle at the invitation of the prince'],[29],8,['SVO'],[0]
