text,Split_Clauses,Word_Counts,Max_Syntax_Tree_Depth,Word_Order,Verb_Phrases
and they can all think,['and they can all think'],[5],1,['SV'],[1]
its gonna happen boomo boomo boomo,"['its gonna happen boomo boomo boomo', 'na happen']","[7, 2]",2,"['SV', 'V']","[1, 1]"
I can tell,['I can tell'],[3],1,['SV'],[1]
I dont know,['I dont know'],[4],1,['SV'],[1]
okay,['okay'],[1],0,['V'],[0]
its about about fifty fifty,['its about about fifty fifty'],[5],1,['V'],[0]
sometimes its really good and then other times,['sometimes its really good and then other times'],[8],2,['V'],[0]
so thats the way it is,['so thats the way it is'],[7],3,['SV'],[1]
I guess about three four years ago,['I guess about three four years ago'],[7],4,['SV'],[1]
I was gonna do something,"['na do something', 'I was gonna do something']","[3, 6]",2,"['VO', 'SVO']","[1, 2]"
I e guess I was gonna do something with my computer,"['I was gonna do something with my computer', 'I e guess I was gonna do something with my computer']","[9, 12]",5,"['SVO', 'SVO']","[2, 3]"
and I accidentally,['and I accidentally'],[3],1,['V'],[0]
and when I went over the side I went down,"['when I went over the side', 'and when I went over the side I went down']","[6, 10]",4,"['SV', 'SV']","[1, 1]"
and I was that way until somebody I guess it was my o my brother sister,"['and I was that way until somebody I guess it was my o', 'until somebody I guess it was my o']","[13, 8]",4,"['SV', 'SV']","[0, 1]"
and thats when everything started,"['when everything started', 'and thats when everything started']","[3, 6]",2,"['SV', 'SV']","[1, 1]"
oh I went I went down to to not school I went to,"['oh I went I went down to to not school I went to', 'I went down to to not school', 'I went to']","[13, 7, 3]",4,"['SV', 'SV', 'SV']","[1, 2, 1]"
I forget what it was now,['I forget what it was now'],[6],2,['SV'],[1]
but I I was only there for about two weeks,['but I I was only there for about two weeks'],[10],4,['SV'],[0]
and then then I was by myself for awhile,['and then then I was by myself for awhile'],[9],2,['SV'],[0]
and then somebody came along,['and then somebody came along'],[5],1,['SV'],[1]
my sister inlaw came came up with this idea coming to AdlerAphasiaCenter,"['my sister inlaw came came up with this idea coming to AdlerAphasiaCenter', 'came up with this idea coming to AdlerAphasiaCenter']","[12, 8]",5,"['SV', 'VS']","[1, 1]"
and Ive been that way ever since,['and Ive been that way ever since'],[8],2,['SV'],[0]
I really dont know,['I really dont know'],[5],1,['SV'],[1]
I went to I went to school,"['I went to school', 'I went to I went to school']","[4, 7]",3,"['SV', 'SV']","[1, 1]"
I went I,['I went I'],[3],1,['SVO'],[1]
my my familys good,['my my familys good'],[4],1,['V'],[0]
they both come and see me at times,"['see me at times', 'they both come and see me at times']","[4, 8]",3,"['VO', 'SVO']","[1, 1]"
they come come out at times,"['they come come out at times', 'come out at times']","[6, 4]",3,"['SV', 'V']","[1, 1]"
I go I go to my sister inlaws,"['I go I go to my sister', 'I go I go to my sister inlaws']","[7, 8]",5,"['SV', 'SV']","[1, 0]"
and sometimes I even go I go overnight,"['and sometimes I even go I go overnight', 'I go overnight']","[8, 3]",2,"['SV', 'SV']","[1, 1]"
everythings pretty good,['everythings pretty good'],[3],2,['V'],[1]
oh I forget what it is now,['oh I forget what it is now'],[7],2,['SV'],[1]
and it was,['and it was'],[3],1,['SV'],[0]
the girl was looking for a way to get the to get the get down get the whatyacallit down the cat down,"['the girl was looking for a way to get the to get the get down get the whatyacallit down the cat down', 'get the whatyacallit down the cat down']","[22, 7]",6,"['SVO', 'VO']","[3, 1]"
the fireman or whoever the,['the fireman or whoever the'],[5],1,['V'],[0]
I think so,['I think so'],[3],1,['SV'],[1]
www,['www'],[1],0,['V'],[0]
well it was it was about the how the girl wanted to have something otherthan nothing at all,['well it was it was about the how the girl wanted to have something otherthan nothing at all'],[18],5,['SVO'],[1]
and every time she wanted to go to the ball or something like that,"['to go to the ball or something like that', 'and every time she wanted to go to the ball or something like that']","[9, 14]",4,"['V', 'SV']","[1, 2]"
and she decided finally to do something about that,"['to do something about that', 'and she decided finally to do something about that']","[5, 9]",4,"['VO', 'SVO']","[1, 2]"
and he,['and he'],[2],1,['V'],[0]
and he,['and he'],[2],1,['V'],[0]
and eventually she was able to get somebody to take her to the ball,['and eventually she was able to get somebody to take her to the ball'],[14],6,['SVO'],[2]
and she did the she she did the ball,"['and she did the she she did the ball', 'she did the ball']","[9, 4]",3,"['SVO', 'SVO']","[1, 1]"
and thats when she finally found found him,"['when she finally found found him', 'and thats when she finally found found him']","[6, 9]",3,"['SVO', 'SVO']","[1, 1]"
with or without the crust,['with or without the crust'],[5],3,['V'],[0]
well in a peanut butter and jelly sandwich you have,['well in a peanut butter and jelly sandwich you have'],[10],3,['SV'],[1]
and thats how its made,"['how its made', 'and thats how its made']","[3, 6]",2,"['SV', 'SV']","[1, 1]"
yeah,['yeah'],[1],0,['V'],[0]
no n,['no n'],[2],1,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
and a,['and a'],[2],1,['V'],[0]
you I I,['you I I'],[3],1,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
and I am I I have a toku,"['and I am I I have a toku', 'I have a toku']","[8, 4]",3,"['SVO', 'SVO']","[0, 1]"
I have a toku,['I have a toku'],[4],2,['SVO'],[1]
,['nan'],[1],0,['V'],[0]
yes,['yes'],[1],0,['V'],[0]
and and in the in the,['and and in the in the'],[6],2,['V'],[0]
yeah in the in the afternoon,['yeah in the in the afternoon'],[6],4,['V'],[0]
and and s,['and and s'],[3],1,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
and no mbldnu,['and no mbldnu'],[3],1,['V'],[0]
and I brimmbu,['and I brimmbu'],[3],1,['SV'],[1]
and I,['and I'],[2],1,['V'],[0]
and,['and'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
hdetu,['hdetu'],[1],0,['V'],[0]
and I wimmbu,['and I wimmbu'],[3],1,['SV'],[1]
every day,['every day'],[2],1,['V'],[0]
I am better every day,['I am better every day'],[5],2,['SV'],[0]
and youknow walking walking,"['youknow walking', 'and youknow walking walking']","[2, 4]",2,"['V', 'V']","[1, 1]"
and,['and'],[1],0,['V'],[0]
m,['m'],[1],0,['V'],[1]
and kmpuu,['and kmpuu'],[2],1,['V'],[1]
I,['I'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
and I walking,['and I walking'],[3],1,['SV'],[1]
yeah,['yeah'],[1],0,['V'],[0]
driving and,['driving and'],[2],1,['V'],[1]
and dri,['and dri'],[2],1,['V'],[0]
and,['and'],[1],0,['V'],[0]
and I I dove,['and I I dove'],[4],1,['SV'],[1]
and,['and'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
I l,['I l'],[2],1,['SV'],[1]
I I I love s,"['I I I love s', 'I love s']","[5, 3]",2,"['VS', 'SV']","[0, 1]"
and no I I I have no boat lnlu,['and no I I I have no boat lnlu'],[9],1,['VSO'],[1]
and I have sell my boat,['and I have sell my boat'],[6],2,['SVO'],[1]
and two,['and two'],[2],1,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
,['nan'],[1],0,['V'],[0]
I I have m,"['I I have m', 'm']","[4, 1]",1,"['SV', 'V']","[1, 1]"
yeah,['yeah'],[1],0,['V'],[0]
and and I am a s,['and and I am a s'],[6],2,['SV'],[0]
yeah,['yeah'],[1],0,['V'],[0]
and no nojku,['and no nojku'],[3],1,['V'],[0]
I used sue,"['I used sue', 'sue']","[3, 1]",1,"['SV', 'V']","[1, 0]"
s,['s'],[1],0,['V'],[1]
forty five forty five f,['forty five forty five f'],[5],2,['V'],[0]
and I m,['and I m'],[3],2,['SV'],[1]
and I miss my boat,['and I miss my boat'],[5],2,['SVO'],[1]
yeah,['yeah'],[1],0,['V'],[0]
mhm,['mhm'],[1],0,['V'],[0]
mhm,['mhm'],[1],0,['V'],[0]
mmu,['mmu'],[1],0,['V'],[0]
the bull,['the bull'],[2],1,['V'],[0]
br,['br'],[1],0,['V'],[1]
fdu,['fdu'],[1],0,['V'],[0]
and and,['and and'],[2],1,['V'],[0]
,['nan'],[1],0,['V'],[0]
and,['and'],[1],0,['V'],[0]
and a,['and a'],[2],1,['V'],[0]
,['nan'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
father,['father'],[1],0,['V'],[0]
I dont,['I dont'],[3],1,['SV'],[1]
the mom is,['the mom is'],[3],2,['SV'],[0]
litter,['litter'],[1],0,['V'],[0]
and,['and'],[1],0,['V'],[0]
the mom the m,"['the m', 'the mom the m']","[2, 4]",2,"['V', 'V']","[1, 0]"
yeah,['yeah'],[1],0,['V'],[0]
,['nan'],[1],0,['V'],[0]
I and,['I and'],[2],1,['V'],[0]
and m,['and m'],[2],1,['V'],[1]
and,['and'],[1],0,['V'],[0]
the I,['the I'],[2],1,['V'],[0]
the the dlu,['the the dlu'],[3],1,['V'],[0]
cat is up the treat,['cat is up the treat'],[5],3,['SV'],[0]
and ftu,['and ftu'],[2],1,['V'],[0]
and oh ftu,['and oh ftu'],[3],1,['V'],[0]
and,['and'],[1],0,['V'],[0]
and and and,['and and and'],[3],2,['V'],[0]
and,['and'],[1],0,['V'],[0]
and two firemen is m,['and two firemen is m'],[5],2,['SV'],[0]
two two i r r two,['two two i r r two'],[6],3,['SVO'],[0]
,['nan'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
I,['I'],[1],0,['V'],[0]
no no xxx,['no no xxx'],[3],1,['V'],[0]
well the m,['well the m'],[3],1,['V'],[1]
,['nan'],[1],0,['V'],[0]
you,['you'],[1],0,['V'],[0]
www,['www'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
dnu,['dnu'],[1],0,['V'],[0]
and,['and'],[1],0,['V'],[0]
two sister m,['two sister m'],[3],2,['SV'],[0]
and and and and and l kdmbtu,['and and and and and l kdmbtu'],[7],3,['V'],[0]
and and,['and and'],[2],1,['V'],[0]
wand,['wand'],[1],0,['V'],[0]
and and and and,['and and and and'],[4],2,['V'],[0]
and and m,"['and m', 'and and m']","[2, 3]",2,"['V', 'V']","[1, 0]"
and and and,['and and and'],[3],2,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
and and and s,['and and and s'],[4],2,['V'],[0]
and and and dancing and,['and and and dancing and'],[5],1,['V'],[0]
and snsu,['and snsu'],[2],1,['V'],[0]
h,['h'],[1],0,['V'],[0]
and and and hurry and hurry and bdntu,"['and and and hurry and hurry and bdntu', 'hurry and bdntu']","[8, 3]",2,"['V', 'V']","[1, 1]"
and,['and'],[1],0,['V'],[0]
and and,['and and'],[2],1,['V'],[0]
and and pr,['and and pr'],[3],1,['V'],[0]
every vmu,['every vmu'],[2],1,['V'],[0]
and s,['and s'],[2],1,['V'],[0]
and I and,['and I and'],[3],1,['V'],[0]
you,['you'],[1],0,['V'],[0]
in enters,['in enters'],[2],1,['V'],[0]
and and and house,['and and and house'],[4],2,['V'],[0]
and and and dfpzu,['and and and dfpzu'],[4],2,['V'],[0]
and and everybody l,['and and everybody l'],[4],1,['SV'],[0]
and s,['and s'],[2],1,['V'],[0]
and and and dnsu,['and and and dnsu'],[4],1,['V'],[0]
,['nan'],[1],0,['V'],[0]
no,['no'],[1],0,['V'],[0]
p,['p'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
I two,['I two'],[2],1,['V'],[0]
no,['no'],[1],0,['V'],[0]
and your I,['and your I'],[3],1,['V'],[0]
and,['and'],[1],0,['V'],[0]
and c,['and c'],[2],1,['V'],[0]
and and sklsu,['and and sklsu'],[3],1,['V'],[0]
,['nan'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
house,['house'],[1],0,['V'],[0]
comb,['comb'],[1],0,['V'],[0]
tubrksu,['tubrksu'],[1],0,['V'],[0]
dutsbu,['dutsbu'],[1],0,['V'],[0]
tutbtu,['tutbtu'],[1],0,['V'],[0]
pdsou,['pdsou'],[1],0,['V'],[0]
pistozu,['pistozu'],[1],0,['V'],[0]
mndu,['mndu'],[1],0,['V'],[0]
bntu,['bntu'],[1],0,['V'],[0]
h vnpenou,['h vnpenou'],[2],1,['V'],[0]
kolduu,['kolduu'],[1],0,['V'],[0]
kldulu,['kldulu'],[1],0,['V'],[0]
beaver,['beaver'],[1],0,['V'],[0]
kssu,['kssu'],[1],0,['V'],[0]
mku,['mku'],[1],0,['V'],[0]
sdsopu,['sdsopu'],[1],0,['V'],[0]
juninou,['juninou'],[1],0,['V'],[0]
unicorn,['unicorn'],[1],0,['V'],[0]
kapdu,['kapdu'],[1],0,['V'],[0]
spinksu,['spinksu'],[1],0,['V'],[1]
plku,['plku'],[1],0,['V'],[0]
try again not not,['try again not not'],[4],1,['V'],[1]
talking,['talking'],[1],0,['V'],[1]
it it I think it is helping a little bit,['it it I think it is helping a little bit'],[10],1,['VSO'],[2]
but it seems like,['but it seems like'],[4],1,['SV'],[1]
it seems ke perfect and allofasudden,['it seems ke perfect and allofasudden'],[6],2,['SV'],[1]
youknow somebodys gotta go with you,"['ta go with you', 'youknow somebodys gotta go with you', 'youknow somebodys']","[4, 7, 2]",3,"['V', 'V', 'V']","[1, 2, 1]"
you you gotta go with me every day,"['you you gotta go with me every day', 'you gotta go with me every day']","[9, 8]",4,"['VS', 'SV']","[1, 2]"
because sometimes I I stop youknow,['because sometimes I I stop youknow'],[6],2,['SV'],[1]
because I dont talk I dont wanna talk alittle farther,"['because I dont talk', 'because I dont talk I dont wanna talk alittle farther']","[5, 12]",2,"['SV', 'SVO']","[1, 2]"
because it it r hurts me to do alotof things,"['to do alotof things', 'because it it r hurts me to do alotof things']","[4, 10]",3,"['VO', 'SVO']","[1, 2]"
so I dont do anything,['so I dont do anything'],[6],1,['SVO'],[1]
thats why youknow sometimes allofasudden,"['why youknow sometimes allofasudden', 'thats why youknow sometimes allofasudden']","[4, 6]",2,"['SV', 'SV']","[1, 1]"
nobody goes with me,['nobody goes with me'],[4],2,['SV'],[1]
as long as you help me this and and you can the new thing you gotta tell me every day,"['as long as you help me this and and you can the new thing you gotta tell me every day', 'as you help me this']","[21, 5]",4,"['VSO', 'SVO']","[1, 1]"
youknow,['youknow'],[1],0,['V'],[1]
pretty hard to do muttering,"['to do muttering', 'pretty hard to do muttering']","[3, 5]",2,"['V', 'V']","[1, 1]"
I did my stroke,['I did my stroke'],[4],2,['SVO'],[1]
and my doctor says,['and my doctor says'],[4],2,['SV'],[1]
I already already the doctor said to this morning,['I already already the doctor said to this morning'],[9],3,['SV'],[1]
then I got another stroke,['then I got another stroke'],[5],2,['SVO'],[1]
actually the better stroke,['actually the better stroke'],[4],1,['V'],[0]
because youknow the other stuff I was just falling dying myself,"['because youknow the other stuff I was just falling dying myself', 'dying myself', 'because youknow the other stuff']","[11, 2, 5]",3,"['OSV', 'VO', 'VO']","[1, 1, 1]"
after and after he finds the stuff and then and he and he cleans cleans,['after and after he finds the stuff and then and he and he cleans cleans'],[15],4,['SOV'],[1]
I all we got one stroke after the other junk is right there,"['I all we got one stroke after the other junk is right there', 'we got one stroke after the other junk is right there']","[13, 11]",4,"['VSO', 'SVO']","[0, 1]"
because now we got the o stroke and everything,['because now we got the o stroke and everything'],[9],2,['SVO'],[1]
alittle better all and thats,"['thats', 'alittle better all and thats']","[2, 6]",2,"['SV', 'VS']","[1, 0]"
I can,['I can'],[2],1,['SV'],[0]
no nobody really talks with me at first,['no nobody really talks with me at first'],[8],2,['SV'],[1]
and my doctor gives my doctor up,['and my doctor gives my doctor up'],[7],2,['SVO'],[1]
youknow I useta I useta tell him,"['youknow I useta I useta', 'youknow I useta I useta tell him']","[5, 7]",3,"['SV', 'SVO']","[1, 1]"
I said,['I said'],[2],1,['SV'],[1]
and the doctor said this morning,['and the doctor said this morning'],[6],2,['SV'],[1]
down at and he says,['down at and he says'],[5],1,['VS'],[1]
and thats why thats why I dont wanna talk that about him,"['and thats why thats why I dont wanna talk that about him', 'why thats why I dont wanna talk that about him']","[15, 12]",4,"['SVO', 'SVO']","[1, 1]"
and and the other people xxx down in this morning it was the same,['and and the other people xxx down in this morning it was the same'],[14],5,['SV'],[0]
and a thats why people know,"['and a thats why people know', 'why people know']","[7, 3]",2,"['SV', 'SV']","[1, 1]"
thats why,['thats why'],[3],1,['SV'],[1]
because I wanna be better,"['I wanna', 'because I wanna be better']","[2, 5]",2,"['SV', 'SV']","[1, 1]"
alittle youknow,['alittle youknow'],[2],1,['V'],[0]
but I do it to I do it just,"['but I do it to I do it just', 'do it']","[9, 2]",2,"['SVO', 'VO']","[1, 1]"
and thats the only thing I like about that time now,['and thats the only thing I like about that time now'],[12],5,['SV'],[1]
yes,['yes'],[1],0,['V'],[0]
a long time before I couldnt I couldnt youknow,['a long time before I couldnt I couldnt youknow'],[11],3,['SV'],[1]
you would get,['you would get'],[3],1,['SV'],[1]
you give them the ball,['you give them the ball'],[5],2,['SVO'],[1]
you just see,['you just see'],[3],1,['SV'],[1]
and and he can see this one,['and and he can see this one'],[7],2,['SVO'],[1]
so you just throw this one,['so you just throw this one'],[6],2,['SVO'],[1]
and then and you get little,['and then and you get little'],[6],1,['SV'],[1]
and your things youknow so so you could,['and your things youknow so so you could'],[8],2,['SV'],[1]
alotof different,['alotof different'],[2],1,['V'],[0]
and after that I do the,['and after that I do the'],[6],2,['SVO'],[1]
and and this morning nobody would talk with me,['and and this morning nobody would talk with me'],[9],2,['SV'],[1]
the out there the people says,['the out there the people says'],[6],2,['SV'],[1]
the ball,['the ball'],[2],1,['V'],[0]
and and nobody talked this morning,['and and nobody talked this morning'],[6],2,['SV'],[1]
and it seems like,['and it seems like'],[4],1,['SV'],[1]
youknow I because I because you did alotof things with me now,"['youknow I because I because you did alotof things with me now', 'because you did alotof things with me now']","[12, 8]",3,"['VOS', 'SVO']","[0, 1]"
and now I wish to talk these people in this morning and say,"['and now I wish to talk these people in this morning and say', 'to talk these people in this morning and say']","[13, 9]",4,"['SVO', 'VO']","[2, 1]"
because youknow and this morning alotof people,['because youknow and this morning alotof people'],[7],3,['V'],[0]
I well no I I i,['I well no I I i'],[6],1,['SV'],[0]
no,['no'],[1],0,['V'],[0]
way down,['way down'],[2],1,['V'],[0]
I I I sit there,['I I I sit there'],[5],2,['SV'],[1]
and I drived,['and I drived'],[3],1,['SV'],[1]
and I got another,['and I got another'],[4],1,['SVO'],[1]
and Id sit there,['and Id sit there'],[5],1,['SV'],[1]
and then the the people out there helped me,['and then the the people out there helped me'],[9],3,['SVO'],[1]
was my sposta be sit there,['was my sposta be sit there'],[6],2,['V'],[1]
and just held,['and just held'],[3],1,['V'],[1]
because nobody nobody will help you mock,['because nobody nobody will help you mock'],[7],2,['SVO'],[1]
and now Im a Im really feeling alittle better,"['and now Im a Im really feeling alittle better', 'and now Im a']","[11, 5]",2,"['SVO', 'SV']","[1, 1]"
and and its very much about you did alotof things youknow,['and and its very much about you did alotof things youknow'],[11],5,['SV'],[1]
and with you didnt like it or not you hafta,['and with you didnt like it or not you hafta'],[11],2,['SVO'],[1]
I dont know,['I dont know'],[4],1,['SV'],[1]
yes,['yes'],[1],0,['V'],[0]
well the first thing is my dad had one and had two one two three four five people,"['my dad had one and had two one two three four five people', 'well the first thing is my dad had one and had two one two three four five people']","[13, 18]",5,"['SVO', 'SVO']","[1, 0]"
my dad had and my wife,['my dad had and my wife'],[6],2,['SV'],[1]
and,['and'],[1],0,['V'],[0]
because my my wife,['because my my wife'],[4],1,['V'],[0]
no,['no'],[1],0,['V'],[0]
my dads mom,['my dads mom'],[3],1,['V'],[0]
no my yeah my mom mom and dad had bigger,['no my yeah my mom mom and dad had bigger'],[10],1,['VS'],[1]
they were twins,['they were twins'],[3],1,['SV'],[0]
and and my dad see them in this morning,['and and my dad see them in this morning'],[9],3,['SVO'],[1]
he says,['he says'],[2],1,['SV'],[1]
and this morning you could see them all this long,['and this morning you could see them all this long'],[10],3,['SVO'],[1]
seems there two,['seems there two'],[3],1,['V'],[1]
today different,['today different'],[2],1,['V'],[0]
and the and the and the nose s,['and the and the and the nose s'],[8],3,['V'],[0]
my other,['my other'],[2],1,['V'],[0]
but now hes now,['but now hes now'],[5],1,['SV'],[1]
and he was like this and then,['and he was like this and then'],[7],2,['SV'],[0]
and he never but he knows a little bit like that today,['and he never but he knows a little bit like that today'],[12],3,['SV'],[1]
and,['and'],[1],0,['V'],[0]
youknow thats that ou,"['youknow thats that ou', 'thats that ou']","[5, 4]",2,"['VSO', 'SVO']","[1, 1]"
I I wish it better,['I I wish it better'],[5],1,['SVO'],[1]
I youknow I wish it better,"['I youknow I wish it better', 'I youknow']","[6, 2]",2,"['SVO', 'SV']","[1, 1]"
and then my dad saying this morning that I was,['and then my dad saying this morning that I was'],[10],2,['SV'],[1]
did stroke,['did stroke'],[2],1,['V'],[1]
nobody else did it but,['nobody else did it but'],[5],2,['SVO'],[1]
nobody else,['nobody else'],[2],1,['V'],[0]
my dads well thats hard thing anyway,['my dads well thats hard thing anyway'],[8],2,['SV'],[1]
but but,['but but'],[2],1,['V'],[0]
yes I do,['yes I do'],[3],1,['SV'],[1]
oh yes,['oh yes'],[2],1,['V'],[0]
okay this this this boy this boy kicks his ball,['okay this this this boy this boy kicks his ball'],[10],2,['SVO'],[1]
and and his ball comes down in his,['and and his ball comes down in his'],[8],2,['SV'],[1]
it no he kptu,['it no he kptu'],[4],1,['SV'],[1]
he kicks the bmu,['he kicks the bmu'],[4],2,['SVO'],[1]
he kicks the little ball in the rain s,['he kicks the little ball in the rain s'],[9],3,['SVO'],[1]
he kicks all the bang s,['he kicks all the bang s'],[6],3,['SVO'],[1]
and he kids s,['and he kids s'],[4],1,['SVO'],[1]
and then hes he can see its this way,"['and then hes he can see its this way', 'he can see its this way']","[10, 6]",3,"['SV', 'SV']","[2, 1]"
but then his his his dad comes down,['but then his his his dad comes down'],[8],2,['SV'],[1]
here comes the ball into his place,['here comes the ball into his place'],[7],3,['VS'],[1]
and now he can see it,['and now he can see it'],[6],1,['SVO'],[1]
and then dad comes in this morning,['and then dad comes in this morning'],[7],3,['SV'],[1]
he gives the ball,['he gives the ball'],[4],2,['SVO'],[1]
and he sees hes gonna find the ball,"['and he sees hes gonna find the ball', 'hes gonna find the ball']","[10, 7]",4,"['SVO', 'SVO']","[3, 2]"
hes gonna see the the boy,"['na see the the boy', 'hes gonna see the the boy']","[5, 8]",3,"['VO', 'SVO']","[1, 2]"
and hes gonna say,"['na say', 'and hes gonna say']","[2, 6]",2,"['V', 'SV']","[1, 2]"
www,['www'],[1],0,['V'],[0]
well this is the woman that gives the boy,['well this is the woman that gives the boy'],[9],4,['SVO'],[0]
and the woman gives the the boy a thing,['and the woman gives the the boy a thing'],[9],2,['SVO'],[1]
and she,['and she'],[2],1,['V'],[0]
and and and she,['and and and she'],[4],2,['V'],[0]
and Ma says again,['and Ma says again'],[4],1,['SV'],[1]
she,['she'],[1],0,['V'],[0]
and then here comes the rain,['and then here comes the rain'],[6],2,['VS'],[1]
and now the boy says,['and now the boy says'],[5],2,['SV'],[1]
and then and then at night,['and then and then at night'],[6],2,['V'],[0]
or no then here the ball s,['or no then here the ball s'],[7],3,['V'],[0]
hes,['hes'],[2],1,['SV'],[1]
so hes turned hes gonna go turn,"['so hes turned hes gonna go turn', 'hes gonna go turn']","[10, 6]",3,"['VS', 'SV']","[3, 2]"
and he say,['and he say'],[3],1,['SV'],[1]
and so he runs down and knock knock,"['and so he runs down and knock knock', 'knock knock']","[8, 2]",2,"['SVO', 'VO']","[1, 1]"
and she says,['and she says'],[3],1,['SV'],[1]
she was the mommy,['she was the mommy'],[4],2,['SV'],[0]
mommy was talking,['mommy was talking'],[3],1,['SV'],[1]
and she she cleaning himself a little bit,['and she she cleaning himself a little bit'],[8],2,['SVO'],[1]
and she after that she gives him the,['and she after that she gives him the'],[8],2,['SVO'],[1]
www,['www'],[1],0,['V'],[0]
okay,['okay'],[1],0,['V'],[0]
well here heres the girl,['well here heres the girl'],[5],2,['VO'],[1]
the girl was working was playing with her trakuu,"['was playing with her trakuu', 'the girl was working was playing with her trakuu']","[5, 9]",4,"['V', 'SV']","[1, 2]"
but allofasudden she stopped,['but allofasudden she stopped'],[4],1,['SV'],[1]
and she was trying to read,"['and she was trying to read', 'to read']","[6, 2]",2,"['SV', 'V']","[2, 1]"
and she was she was she was yelling by the mom,['and she was she was she was yelling by the mom'],[11],5,['SV'],[1]
and then heres the dog barking,"['and then heres the dog barking', 'barking']","[6, 1]",2,"['VO', 'V']","[1, 1]"
oh after he did that after the man gets his ladder in his thing,"['after he did that after the man gets his ladder in his thing', 'oh after he did that after the man gets his ladder in his thing']","[13, 14]",5,"['SVO', 'VSO']","[1, 0]"
and then the then the man grabs in his thing to go to the cat,"['and then the then the man grabs in his thing to go to the cat', 'to go to the cat']","[15, 5]",4,"['SV', 'V']","[2, 1]"
could hear the dog was barking about the the dad,"['could hear the dog was barking about the the dad', 'the dog was barking about the the dad']","[10, 8]",4,"['VS', 'SV']","[2, 1]"
because he couldnt,['because he couldnt'],[4],1,['SV'],[0]
he fall fall his bladder,"['he fall fall his bladder', 'fall his bladder']","[5, 3]",3,"['SVO', 'VO']","[1, 1]"
and then the dog was yelling,['and then the dog was yelling'],[6],2,['SV'],[1]
because he couldnt get the cat or nothing,['because he couldnt get the cat or nothing'],[9],2,['SVO'],[1]
and so allofasudden here comes the fireman,['and so allofasudden here comes the fireman'],[7],2,['SV'],[1]
and he knows what youre gonna do,"['what youre gonna do', 'and he knows what youre gonna do']","[6, 9]",3,"['OSV', 'SVO']","[2, 3]"
hes gonna know hes gonna,"['na know hes gonna', 'hes gonna know hes gonna']","[6, 9]",3,"['VS', 'SV']","[2, 3]"
fireman,['fireman'],[1],0,['V'],[0]
because theres two men,['because theres two men'],[5],2,['V'],[1]
theyre gonna jump his place,"['theyre gonna jump his place', 'na jump his place']","[7, 4]",3,"['SVO', 'VO']","[2, 1]"
and hell know how to get the dog get the the man,"['and hell know how to get the dog get the the man', 'how to get the dog get the the man']","[12, 9]",4,"['SVO', 'VSO']","[2, 1]"
hell know how to make him first,"['hell know how to make him first', 'how to make him first']","[7, 5]",2,"['SVO', 'VO']","[2, 1]"
then the dogs gonna be xxx,['then the dogs gonna be xxx'],[7],2,['SV'],[1]
and then after he comes and hell get the the cat,"['and then after he comes and hell get the the cat', 'hell get the the cat']","[11, 5]",3,"['SVO', 'SVO']","[1, 1]"
and heres the little tweedle,['and heres the little tweedle'],[5],2,['VO'],[1]
I know them exactly,['I know them exactly'],[4],1,['SVO'],[1]
okay,['okay'],[1],0,['V'],[0]
in this in in the rn in this morning or actually one one time Ill get a bread,['in this in in the rn in this morning or actually one one time Ill get a bread'],[18],5,['SVO'],[1]
Ill get some peanut butter and some jelly,['Ill get some peanut butter and some jelly'],[8],2,['SVO'],[1]
Ill Ill put,['Ill Ill put'],[3],2,['SV'],[1]
wait Ill get bread,['wait Ill get bread'],[4],0,['VSO'],[2]
I Ill get two breads s,['I Ill get two breads s'],[6],2,['SVO'],[1]
one for peanut butter,['one for peanut butter'],[4],3,['V'],[0]
clean the slu,['clean the slu'],[3],2,['VO'],[1]
and then well get another one bread bread with some jelly,['and then well get another one bread bread with some jelly'],[11],3,['VO'],[1]
and I gotta clean s,"['ta clean s', 'and I gotta clean s']","[3, 6]",2,"['VO', 'SVO']","[1, 2]"
and then Ill just slap them,['and then Ill just slap them'],[6],1,['SVO'],[1]
and then Ill eat them,['and then Ill eat them'],[5],1,['SVO'],[1]
www,['www'],[1],0,['V'],[0]
okay,['okay'],[1],0,['V'],[0]
ll Cinderella Cinderella,['ll Cinderella Cinderella'],[3],2,['VS'],[0]
a long time before youknow I useta do alotof things,"['do alotof things', 'a long time before youknow I useta do alotof things']","[3, 10]",3,"['VO', 'SVO']","[1, 1]"
